id,name,theme,address,address_detail,lat,lng,description,main_menu,opening_hours,closed,phone,theme_category
KCLANPO23N000003488,대포주상절리대,바다,제주특별자치도 서귀포시 중문동  317032,이어도로 36-30,33.23794234,126.4259332,정보없음,정보없음,정보없음,정보없음,정보없음,자연/경치형
KCLANPO23N000003490,도깨비도로,드라이브,제주특별자치도 제주시 아라일동  산67-5,정보없음,33.4364641,126.5552395,정보없음,정보없음,정보없음,정보없음,정보없음,자연/경치형
KCLANPO23N000003491,신비의도로,드라이브,제주특별자치도 제주시 노형동  3766,우평로 10,33.44910122,126.488051,정보없음,정보없음,정보없음,정보없음,정보없음,자연/경치형
KCLANPO23N000003496,돈내코유원지,강,제주특별자치도 서귀포시 상효동  1503,돈내코로 128-1,33.3009572,126.5851924,정보없음,정보없음,정보없음,정보없음,정보없음,자연/경치형
KCLANPO23N000003497,돌칸이,바다,제주특별자치도 제주시 우도면 연평리 1707,우도해안길 32-24,33.49273601,126.9578463,정보없음,정보없음,정보없음,정보없음,정보없음,자연/경치형
KCLANPO23N000003499,돔베낭골,바다,제주특별자치도 서귀포시 호근동  1608-2,정보없음,33.23965677,126.5330932,정보없음,정보없음,정보없음,정보없음,정보없음,자연/경치형
KCLANPO23N000003500,동복관광체험어장,체험마을,제주특별자치도 제주시 구좌읍 동복리 687-10,구좌해안로 35,33.55553881,126.7188131,정보없음,정보없음,정보없음,정보없음,정보없음,액티비티형
KCLANPO23N000003501,동복해안도로,드라이브,제주특별자치도 제주시 구좌읍 동복리 716-2,정보없음,33.5538527,126.7169343,정보없음,정보없음,정보없음,정보없음,정보없음,자연/경치형
KCLANPO23N000003510,만장굴,동굴,제주특별자치도 제주시 구좌읍 월정리 산41-15,만장굴길 182,33.52816783,126.7700321,정보없음,정보없음,정보없음,정보없음,정보없음,자연/경치형
KCLANPO23N000003524,별도봉공원,산,제주특별자치도 제주시 화북일동  4502,사라봉동길 74-17,33.51838918,126.549414,정보없음,정보없음,정보없음,정보없음,정보없음,자연/경치형
KCLANPO23N000003531,봉개관광승마장,체험마을,제주특별자치도 제주시 봉개동  275-86,정보없음,33.46272859,126.6113705,정보없음,정보없음,정보없음,정보없음,정보없음,액티비티형
KCLANPO23N000003534,생각하는정원,테마파크,제주특별자치도 제주시 한경면 저지리 1534,녹차분재로 675,33.32557563,126.2550285,정보없음,정보없음,정보없음,정보없음,정보없음,액티비티형
KCLANPO23N000003535,불사리탑사,사찰,제주특별자치도 제주시 조천읍 조천리 134411,일주동로 884,33.53194572,126.6362106,정보없음,정보없음,정보없음,정보없음,정보없음,역사/문화형
KCLANPO23N000003537,형제해안도로,드라이브,제주특별자치도 서귀포시 안덕면 사계리 2294-35,정보없음,33.22676683,126.3009557,정보없음,정보없음,정보없음,정보없음,정보없음,자연/경치형
KCLANPO23N000003538,사라봉공원,공원,제주특별자치도 제주시 건입동  387-1,사라봉동길 74,33.51754104,126.5453362,정보없음,정보없음,정보없음,정보없음,정보없음,자연/경치형
KCLANPO23N000003540,산굼부리,산,제주특별자치도 제주시 조천읍 교래리 342-2,비자림로 768,33.43294721,126.6930254,정보없음,정보없음,정보없음,정보없음,정보없음,자연/경치형
KCLANPO23N000003551,섭지코지,산,제주특별자치도 서귀포시 성산읍 고성리 127-2,섭지코지로 107,33.4302398,126.9280752,정보없음,정보없음,정보없음,정보없음,정보없음,자연/경치형
KCLANPO23N000003552,성산일출봉,산,제주특별자치도 서귀포시 성산읍 성산리 1,정보없음,33.45840755,126.9424991,정보없음,정보없음,정보없음,정보없음,정보없음,자연/경치형
KCLANPO23N000003555,세화해안도로,드라이브,제주특별자치도 제주시 구좌읍 하도리 3200-23,정보없음,33.52500973,126.8630529,정보없음,정보없음,정보없음,정보없음,정보없음,자연/경치형
KCLANPO23N000003560,송악해안도로,드라이브,제주특별자치도 서귀포시 대정읍 상모리 130-1,정보없음,33.20859858,126.2914075,정보없음,정보없음,정보없음,정보없음,정보없음,자연/경치형
KCLANPO23N000003564,수월봉,산,제주특별자치도 제주시 한경면 고산리 3761,정보없음,33.29457638,126.1629597,정보없음,정보없음,정보없음,정보없음,정보없음,자연/경치형
KCLANPO23N000003567,쉬리의언덕,바다,제주특별자치도 서귀포시 색달동  3039-41,정보없음,33.24555159,126.4072914,정보없음,정보없음,정보없음,정보없음,정보없음,자연/경치형
KCLANPO23N000003568,신산해안도로,드라이브,제주특별자치도 서귀포시 성산읍 신산리 1130-7,정보없음,33.37645849,126.876999,정보없음,정보없음,정보없음,정보없음,정보없음,자연/경치형
KCLANPO23N000003570,신양해안도로,드라이브,제주특별자치도 서귀포시 성산읍 고성리 602-4,정보없음,33.4323132,126.9152101,정보없음,정보없음,정보없음,정보없음,정보없음,자연/경치형
KCLANPO23N000003572,신창풍차해안도로,드라이브,제주특별자치도 제주시 한경면 신창리 542-9,한경해안로 565,33.34605593,126.1799646,정보없음,정보없음,정보없음,정보없음,정보없음,자연/경치형
KCLANPO23N000003578,애월해안도로,드라이브,제주특별자치도 제주시 애월읍 애월리 397-3,정보없음,33.46601948,126.3271673,정보없음,정보없음,정보없음,정보없음,정보없음,자연/경치형
KCLANPO23N000003586,어승생악,산,제주특별자치도 제주시 해안동  산220-12,정보없음,33.39632448,126.4892747,정보없음,정보없음,정보없음,정보없음,정보없음,자연/경치형
KCLANPO23N000003594,옹포해안도로,드라이브,제주특별자치도 제주시 한림읍 동명리 ,정보없음,33.40994778,126.2559436,정보없음,정보없음,정보없음,정보없음,정보없음,자연/경치형
KCLANPO23N000003595,외돌개,바다,제주특별자치도 서귀포시 호근동  336,정보없음,33.23977448,126.5439329,정보없음,정보없음,정보없음,정보없음,정보없음,자연/경치형
KCLANPO23N000003598,용두암공원,바다,제주특별자치도 제주시 용담이동  488-5,서해안로 687-1,33.51600348,126.5120296,정보없음,정보없음,정보없음,정보없음,정보없음,자연/경치형
KCLANPO23N000003599,용두암해안도로,드라이브,제주특별자치도 제주시 용담삼동  1134-3,정보없음,33.52024001,126.4963016,정보없음,정보없음,정보없음,정보없음,정보없음,자연/경치형
KCLANPO23N000003600,용머리촬영지,촬영지,제주특별자치도 서귀포시 안덕면 사계리 115,정보없음,33.23444272,126.3129506,정보없음,정보없음,정보없음,정보없음,정보없음,역사/문화형
KCLANPO23N000003601,용머리해안,바다,제주특별자치도 서귀포시 안덕면 사계리 112-3,정보없음,33.23215622,126.3147159,정보없음,정보없음,정보없음,정보없음,정보없음,자연/경치형
KCLANPO23N000003603,용수해안도로,드라이브,제주특별자치도 제주시 한경면 용수리 966493,정보없음,33.32064807,126.1676331,정보없음,정보없음,정보없음,정보없음,정보없음,자연/경치형
KCLANPO23N000003606,우도잠수함,체험마을,제주특별자치도 서귀포시 성산읍 성산리 347-9,성산등용로 130-19,33.47289331,126.9336716,정보없음,정보없음,정보없음,정보없음,정보없음,액티비티형
KCLANPO23N000003608,웅지승마센터,체험마을,제주특별자치도 제주시 애월읍 상가리 2156-15,산록서로 81,33.39092993,126.3796719,정보없음,정보없음,정보없음,정보없음,정보없음,액티비티형
KCLANPO23N000003616,이호해안도로,드라이브,제주특별자치도 제주시 이호일동  375-53,정보없음,33.50069,126.4548581,정보없음,정보없음,정보없음,정보없음,정보없음,자연/경치형
KCLANPO23N000003618,일과해안도로,드라이브,제주특별자치도 서귀포시 대정읍 일과리 1415-3,정보없음,33.24170736,126.2244311,정보없음,정보없음,정보없음,정보없음,정보없음,자연/경치형
KCLANPO23N000003634,유채꽃재배단지,공원,제주특별자치도 서귀포시 성산읍 고성리 270,정보없음,33.45480924,126.9250877,정보없음,정보없음,정보없음,정보없음,정보없음,자연/경치형
KCLANPO23N000003636,제주돌문화공원,공원,제주특별자치도 제주시 조천읍 교래리 산119,남조로 2023,33.44802966,126.6616058,정보없음,정보없음,정보없음,정보없음,정보없음,자연/경치형
KCLANPO23N000003637,제주랜드카트제주랜드ATV,스포츠시설,제주특별자치도 서귀포시 표선면 성읍리 2429,번영로 2561,33.40503004,126.7807807,정보없음,정보없음,정보없음,정보없음,정보없음,액티비티형
KCLANPO23N000003638,제주러브랜드,테마파크,제주특별자치도 제주시 연동  680-26,1100로 2894-72,33.45182487,126.4892166,정보없음,정보없음,정보없음,정보없음,정보없음,액티비티형
KCLANPO23N000003641,제주조각공원,공원,제주특별자치도 서귀포시 안덕면 덕수리 산27,일주서로 1836,33.25189543,126.3229808,정보없음,정보없음,정보없음,정보없음,정보없음,자연/경치형
KCLANPO23N000003643,행원풍력발전단지,바다,제주특별자치도 제주시 구좌읍 행원리 5,정보없음,33.55795026,126.8227758,정보없음,정보없음,정보없음,정보없음,정보없음,자연/경치형
KCLANPO23N000003644,제지기오름,산,제주특별자치도 서귀포시 보목동  275-1,정보없음,33.24177721,126.6094358,정보없음,정보없음,정보없음,정보없음,정보없음,자연/경치형
KCLANPO23N000003647,종달리해안도로,드라이브,제주특별자치도 제주시 구좌읍 종달리 457-3,정보없음,33.50493609,126.9127565,정보없음,정보없음,정보없음,정보없음,정보없음,자연/경치형
KCLANPO23N000003648,종달해안도로,드라이브,제주특별자치도 서귀포시 성산읍 오조리 368-3,정보없음,33.46997399,126.9190617,정보없음,정보없음,정보없음,정보없음,정보없음,자연/경치형
KCLANPO23N000003653,천연돌염전,바다,제주특별자치도 제주시 애월읍 구엄리 609-1,애월해안로 708,33.48365251,126.3765988,정보없음,정보없음,정보없음,정보없음,정보없음,자연/경치형
KCLANPO23N000003670,추사적거지,고택,제주특별자치도 서귀포시 대정읍 안성리 1661-1,추사로 44,33.24993322,126.2781921,정보없음,정보없음,정보없음,정보없음,정보없음,역사/문화형
KCLANPO23N000003683,하도리철새도래지,드라이브,제주특별자치도 제주시 구좌읍 하도리 19391,정보없음,33.51211743,126.8979422,정보없음,정보없음,정보없음,정보없음,정보없음,자연/경치형
KCLANPO23N000003689,한동해안도로,드라이브,제주특별자치도 제주시 구좌읍 한동리 1641,해맞이해안로 932,33.54660149,126.8278034,정보없음,정보없음,정보없음,정보없음,정보없음,자연/경치형
KCLANPO23N000003692,한림공원,공원,제주특별자치도 제주시 한림읍 협재리 2487,한림로 300,33.38934652,126.2405756,정보없음,정보없음,정보없음,정보없음,정보없음,자연/경치형
KCLANPO23N000003694,함덕해안도로,드라이브,제주특별자치도 제주시 조천읍 함덕리 1004-56,정보없음,33.54266853,126.6678405,정보없음,정보없음,정보없음,정보없음,정보없음,자연/경치형
KCLANPO23N000003699,제주서커스월드,테마파크,제주특별자치도 서귀포시 안덕면 동광리 886,동광로 214,33.31437259,126.3447392,정보없음,정보없음,정보없음,정보없음,정보없음,액티비티형
KCLANPO23N000003705,혼인지,유적지,제주특별자치도 서귀포시 성산읍 온평리 1695-1,혼인지로 39-42,33.4158434,126.8944062,정보없음,정보없음,정보없음,정보없음,정보없음,역사/문화형
KCLANPO23N000003917,알뜨르비행장,유적지,제주특별자치도 서귀포시 대정읍 상모리 1489,정보없음,33.21066454,126.2786798,정보없음,정보없음,정보없음,정보없음,정보없음,역사/문화형
KCLANPO23N000004005,명도암휴양목장,체험마을,제주특별자치도 제주시 봉개동  848-49,정보없음,33.46495763,126.6104295,정보없음,정보없음,정보없음,정보없음,정보없음,액티비티형
KCLANPO23N000004017,굼부리,산,제주특별자치도 서귀포시 표선면 성읍리 530-6,중산간동로 4585,33.38848724,126.8049982,정보없음,정보없음,정보없음,정보없음,정보없음,자연/경치형
KCLANPO23N000004039,산지등대,바다,제주특별자치도 제주시 건입동  340-2,사라봉동길 108-1,33.52142579,126.5455974,정보없음,정보없음,정보없음,정보없음,정보없음,자연/경치형
KCLANPO23N000004067,저지문화예술인마을,미술관,제주특별자치도 제주시 한경면 저지리 2114-64,저지12길 Mar.85,33.33895949,126.2652598,정보없음,정보없음,정보없음,정보없음,정보없음,역사/문화형
KCLANPO23N000004068,녹차미로공원,공원,제주특별자치도 서귀포시 색달동  산52,산록남로 1246,33.29325909,126.4213347,정보없음,정보없음,정보없음,정보없음,정보없음,자연/경치형
KCLANPO23N000004069,제주옹기마을,체험마을,제주특별자치도 제주시 한경면 조수리 688881,신정로 514,33.29896607,126.2193837,정보없음,정보없음,정보없음,정보없음,정보없음,액티비티형
KCLANPO23N000004070,종달리체험어장,체험마을,제주특별자치도 제주시 구좌읍 종달리 485-1,해맞이해안로 2286,33.49625186,126.9100556,정보없음,정보없음,정보없음,정보없음,정보없음,액티비티형
KCLANPO23N000019135,삼사석지,유적지,제주특별자치도 제주시 화북일동  1380-1,정보없음,33.52102968,126.5738739,정보없음,정보없음,정보없음,정보없음,정보없음,역사/문화형
KCLANPO23N000019281,무병장수테마파크,체험마을,제주특별자치도 제주시 애월읍 어음리 476,어음13길 196-11,33.3953304,126.3603837,정보없음,정보없음,정보없음,정보없음,정보없음,액티비티형
KCLANPO23N000019290,제주마테마파크,테마파크,제주특별자치도 서귀포시 성산읍 난산리 260451,서성일로 500-8,33.41785147,126.8419583,정보없음,정보없음,정보없음,정보없음,정보없음,액티비티형
KCLANPO23N000019293,참귀한농장,체험마을,제주특별자치도 서귀포시 성산읍 온평리 2454,정보없음,33.40280314,126.8838855,정보없음,정보없음,정보없음,정보없음,정보없음,액티비티형
KCLANPO23N000019297,서귀포치유의숲,산,제주특별자치도 서귀포시 호근동  산1,산록남로 2271,33.29199078,126.5269492,정보없음,정보없음,정보없음,정보없음,정보없음,자연/경치형
KCLANPO23N000019302,제주민속마을,체험마을,제주특별자치도 제주시 구좌읍 행원리 3503,월덕로 474,33.50978368,126.7707914,정보없음,정보없음,정보없음,정보없음,정보없음,액티비티형
KCLANPO23N000020310,로봇스퀘어,테마파크,제주특별자치도 제주시 구좌읍 한동리 1294,해맞이해안로 1032,33.53998487,126.8308968,정보없음,정보없음,정보없음,정보없음,정보없음,액티비티형
KCLANPO23N000020341,중문미로파크,테마파크,제주특별자치도 서귀포시 상예동  620974,정보없음,33.26317797,126.3814838,정보없음,정보없음,정보없음,정보없음,정보없음,액티비티형
KCLANPO23N000020550,알프스얼음보석궁전테마파크뮤지엄,테마파크,제주특별자치도 제주시 한경면 청수리 958,연명로 147,33.29124336,126.2491127,정보없음,정보없음,정보없음,정보없음,정보없음,액티비티형
KCLANPO23N000020638,수목원길,공원,제주특별자치도 제주시 연동  1327,정보없음,33.47119857,126.4881139,정보없음,정보없음,정보없음,정보없음,정보없음,자연/경치형
KCLANPO23N000020651,제주신화월드,테마파크,제주특별자치도 서귀포시 안덕면 서광리 산24,신화역사로304번길 38,33.30425179,126.3176726,정보없음,정보없음,정보없음,정보없음,정보없음,액티비티형
KCLANPO23N000020732,오라메밀꽃밭,공원,제주특별자치도 제주시 오라이동  산76,정보없음,33.42715043,126.5057508,정보없음,정보없음,정보없음,정보없음,정보없음,자연/경치형
KCLANPO23N000021171,번개레이싱,스포츠시설,제주특별자치도 서귀포시 안덕면 서광리 산39,녹차분재로 218,33.30465482,126.2999354,정보없음,정보없음,정보없음,정보없음,정보없음,액티비티형
KCLANPO23N000021400,제주불빛정원,공원,제주특별자치도 제주시 애월읍 유수암리 1083,평화로 2346,33.42168511,126.409489,정보없음,정보없음,정보없음,정보없음,정보없음,자연/경치형
KCLANPO23N000021401,황우지해안,바다,제주특별자치도 서귀포시 서홍동  765-1,남성로 92,33.24161287,126.5506016,정보없음,정보없음,정보없음,정보없음,정보없음,자연/경치형
KCLANPO23N000021403,봉봉감귤체험농장,체험마을,제주특별자치도 서귀포시 남원읍 신례리 720-1,중산간동로7141번길 16,33.28162578,126.6298205,정보없음,정보없음,정보없음,정보없음,정보없음,액티비티형
KCLANPO23N000021408,예래로벚꽃길,공원,제주특별자치도 서귀포시 하예동  293,예래로 234,33.24402814,126.3886459,정보없음,정보없음,정보없음,정보없음,정보없음,자연/경치형
KCLANPO23N000021573,화조원,테마파크,제주특별자치도 제주시 애월읍 납읍리 58,애원로 804,33.41059307,126.3722595,정보없음,정보없음,정보없음,정보없음,정보없음,액티비티형
KCLANPO23N000021695,로맨틱메이즈,공원,제주특별자치도 서귀포시 법환동  877,법환상로2번길 97-13,33.24720044,126.5125947,정보없음,정보없음,정보없음,정보없음,정보없음,자연/경치형
KCLANPO23N000022098,남원큰엉해변,바다,제주특별자치도 서귀포시 남원읍 남원리 175012,태위로 522-17,33.27296019,126.7033674,정보없음,정보없음,정보없음,정보없음,정보없음,자연/경치형
KCLANPO23N000022101,알작지해변,바다,제주특별자치도 제주시 내도동  ,정보없음,33.49594287,126.4395065,정보없음,정보없음,정보없음,정보없음,정보없음,자연/경치형
KCLANPO23N000022102,엉알해안,바다,제주특별자치도 제주시 한경면 고산리 ,정보없음,33.29957904,126.1674029,정보없음,정보없음,정보없음,정보없음,정보없음,자연/경치형
KCLANPO23N000022105,종달리해변,바다,제주특별자치도 제주시 구좌읍 종달리 ,정보없음,33.49588816,126.9096139,정보없음,정보없음,정보없음,정보없음,정보없음,자연/경치형
KCLANPO23N000022217,후포해변,바다,제주특별자치도 제주시 추자면 대서리 ,정보없음,33.96258466,126.289257,정보없음,정보없음,정보없음,정보없음,정보없음,자연/경치형
KCLANPO23N000022218,신대해안,바다,제주특별자치도 제주시 추자면 예초리 ,정보없음,33.95266159,126.3381699,정보없음,정보없음,정보없음,정보없음,정보없음,자연/경치형
KCLANPO23N000022464,중문오프로드체험장,스포츠시설,제주특별자치도 서귀포시 상예동  150,상예로 349,33.27585833,126.3968692,정보없음,정보없음,정보없음,정보없음,정보없음,액티비티형
KCLANPO23N000022715,빠빠유기농블루베리,체험마을,제주특별자치도 제주시 애월읍 봉성리 712,정보없음,33.39693307,126.3322699,정보없음,정보없음,정보없음,정보없음,정보없음,액티비티형
KCLANPO23N000022863,이시돌농장,체험마을,제주특별자치도 제주시 한림읍 금악리 583-1,금악북로 268-22,33.35230443,126.31296,정보없음,정보없음,정보없음,정보없음,정보없음,액티비티형
KCLANPO23N000022865,제주왕감귤체험농장,체험마을,제주특별자치도 서귀포시 남원읍 남원리 1151-1,남위남성로 10월 14일,33.28377654,126.7072774,정보없음,정보없음,정보없음,정보없음,정보없음,액티비티형
KCLANPO23N000022970,새미동산,체험마을,제주특별자치도 제주시 조천읍 와흘리 95362,종인내길 135,33.49486016,126.6228924,정보없음,정보없음,정보없음,정보없음,정보없음,액티비티형
KCLANPO23N000023162,낭만농장귤밭76번지,체험마을,제주특별자치도 서귀포시 안덕면 상창리 906,병악로 76,33.28306291,126.365207,정보없음,정보없음,정보없음,정보없음,정보없음,액티비티형
KCLANPO23N000023327,비자림,공원,제주특별자치도 제주시 구좌읍 평대리 산15,정보없음,33.4878984,126.8082044,정보없음,정보없음,정보없음,정보없음,정보없음,자연/경치형
KCLANPO23N000023500,도련뜰블루베리,체험마을,제주특별자치도 제주시 도련일동  1019-2,정보없음,33.5005674,126.5923949,정보없음,정보없음,정보없음,정보없음,정보없음,액티비티형
KCLANPO23N000023647,자연치유정원,공원,제주특별자치도 서귀포시 대포동  1161,이어도로 293-28,33.24684066,126.448569,정보없음,정보없음,정보없음,정보없음,정보없음,자연/경치형
KCLANPO23N000024393,우도봉,산,제주특별자치도 제주시 우도면 연평리 산37,정보없음,33.4922263,126.9641251,정보없음,정보없음,정보없음,정보없음,정보없음,자연/경치형
KCLANPO23N000024413,따라비승마장,체험마을,제주특별자치도 서귀포시 표선면 가시리 3149-16,녹산로 381-17,33.38305876,126.7357907,정보없음,정보없음,정보없음,정보없음,정보없음,액티비티형
KCLANPO23N000024437,제주동백마을,공원,제주특별자치도 서귀포시 남원읍 신흥리 1759-2,한신로531번길 1월 22일,33.32047032,126.7451296,정보없음,정보없음,정보없음,정보없음,정보없음,자연/경치형
KCLANPO23N000024496,무오법정사,사찰,제주특별자치도 서귀포시 도순동  산1,1100로 740-168,33.32309046,126.4802325,정보없음,정보없음,정보없음,정보없음,정보없음,역사/문화형
KCLANPO23N000024639,돈내코원앙폭포,강,제주특별자치도 서귀포시 상효동  1463,돈내코로 137,33.30049679,126.5820042,정보없음,정보없음,정보없음,정보없음,정보없음,자연/경치형
KCLANPO23N000024834,고마워토토,체험마을,제주특별자치도 제주시 애월읍 상귀리 152,고성북길 112,33.46981422,126.413086,정보없음,정보없음,정보없음,정보없음,정보없음,액티비티형
KCLANPO23N000025197,연동연대,유적지,제주특별자치도 서귀포시 서호동  25628,이어도로1066번길 45,33.24256789,126.52375,정보없음,정보없음,정보없음,정보없음,정보없음,역사/문화형
KCLANPO23N000025303,우도동대공원,공원,제주특별자치도 제주시 우도면 연평리 317-1,정보없음,33.49729366,126.9683793,정보없음,정보없음,정보없음,정보없음,정보없음,자연/경치형
KCLANPO23N000025331,한라산탐방로4,산,제주특별자치도 제주시 노형동  산20,1100로 2528-171,33.40692748,126.4980569,정보없음,정보없음,정보없음,정보없음,정보없음,자연/경치형
KCLANPO23N000027340,플레이토피아,스포츠시설,제주특별자치도 서귀포시 색달동  333194,중문관광로72번길 35,33.24855967,126.4105842,정보없음,정보없음,정보없음,정보없음,정보없음,액티비티형
KCLANPO23N000027658,제주보타리자연농원,체험마을,제주특별자치도 제주시 애월읍 봉성리 1300,정보없음,33.39824117,126.3258454,정보없음,정보없음,정보없음,정보없음,정보없음,액티비티형
KCLANPO23N000028968,한담해안산책로,바다,제주특별자치도 제주시 애월읍 곽지리 1359,정보없음,33.45911457,126.3105926,정보없음,정보없음,정보없음,정보없음,정보없음,자연/경치형
KCLANPO23N000030012,귤밭에콘테나,체험마을,제주특별자치도 제주시 조천읍 와산리 851-2,정보없음,33.49850776,126.6791841,정보없음,정보없음,정보없음,정보없음,정보없음,액티비티형
KCLANPO23N000030257,9.81파크,스포츠시설,제주특별자치도 제주시 애월읍 어음리 3916,천덕로 880-24,33.39001744,126.3662926,정보없음,정보없음,정보없음,정보없음,정보없음,액티비티형
KCLANPO23N000030261,서프라이즈테마파크,촬영지,제주특별자치도 제주시 조천읍 와흘리 2988,남조로 2243,33.46527964,126.6596289,정보없음,정보없음,정보없음,정보없음,정보없음,역사/문화형
KCLANPO23N000030262,고흐의정원,미술관,제주특별자치도 서귀포시 성산읍 삼달리 1182,삼달신풍로 132,33.3733994,126.8437259,정보없음,정보없음,정보없음,정보없음,정보없음,역사/문화형
KCLANPO23N000031268,왕복짚라인,스포츠시설,제주특별자치도 제주시 해안동  2109,해안마을북길 5월 14일,33.46486375,126.4534146,정보없음,정보없음,정보없음,정보없음,정보없음,액티비티형
KCLANPO23N000033866,소길리녹색농촌체험휴양마을,체험마을,제주특별자치도 제주시 애월읍 소길리 650-1,소길1길 15,33.44005419,126.379859,정보없음,정보없음,정보없음,정보없음,정보없음,액티비티형
KCLANPO23N000033867,동광리농촌체험마을,체험마을,제주특별자치도 서귀포시 안덕면 동광리 976,동광로 107,33.30667486,126.33705,정보없음,정보없음,정보없음,정보없음,정보없음,액티비티형
KCLANPO23N000034428,뽀로로&타요테마파크,테마파크,제주특별자치도 서귀포시 안덕면 상창리 79,병악로 269,33.30048422,126.3708118,정보없음,정보없음,정보없음,정보없음,정보없음,액티비티형
KCLANPO23N000034734,서중천탐방로,산,제주특별자치도 서귀포시 남원읍 한남리 1656,남한로420번길 64-23,33.31055189,126.7043906,정보없음,정보없음,정보없음,정보없음,정보없음,자연/경치형
