ID,명칭,우편번호,관리자,문의 및 안내,주소,위도,경도,개요,주차 시설,어린이놀이방,영업시간,쉬는날,대표메뉴,취급메뉴,금연/흡연,신용카드정보,포장가능,예약안내,상세정보,카페/음식점
1867998,고불락,63045.0,고불락,064-799-0393,제주특별자치도 제주시 애월읍 고내로7길 45-12 ,33.46678937,126.3366096,"100년 된 고택에서 먹는 힙한 노포감성의 식당  고불락을 소개한다. 고불락은 대한민국에서 유일하게 상추효소밥을 먹을 수 있는 식당이다. 고불락은 제주시 애월읍에 있는 가정식 백반 맛집으로  100년이 넘은 고택을 음식점으로 리모델링해 영업하고 있다. 가게가 골목길에 위치해 차량을 가지고 왔다면 골목길 앞에 있는 무료주차장  애월 해안도로 주차장을 이용하는 것을 추천한다. 100년이 넘은 만큼 가게는 아담하고 정겨운 분위기가 난다. 집에서 먹을 법한 가정식 백반을 판매하는 곳으로  상주밥 정식과 고등어쌈밥이 대표 메뉴다. 상추밥 정식은 고불락의 시그니처 메뉴인 상추효소밥을 흑돼지 제육볶음  국과 함께 제공한다. 상추에 효소밥  제육볶음을 얹어 들깨소스와 찍어 먹으면 상추의 아삭함과 드레싱의 달콤함  그리고 제육볶음의 맛이 어우러지는 걸 느낄 수 있다. 

(출처 : 제주 문화관광 홈페이지)",가능,0.0,08:00~21:00 (마지막 주문 20:20),연중무휴,상추밥 정식,고등어조림 / 흑돼지 김치찌개 / 뽀글보리밥 등,모두 금연석,없음,,전화 예약 문의 (064-799-0393),"부대시설:
",음식점
1877056,다래향,63333.0,다래향,064-782-9466,제주특별자치도 제주시 조천읍 조함해안로 428-4 ,33.54579411,126.6607352,다래향은 제주시 조천읍 함덕해수욕장 인근에 있는 짬뽕 전문점이다. 신선한 해산물이 가득 들어간 다양한 종류의 짬뽕이 눈길을 사로잡는다. 대표 메뉴는 다래향해물짬뽕   속풀이왕짬뽕으로 해물이 가득하여 시원한 맛을 낸다. 또한 짬뽕 메뉴 외에 짜장의 진한 맛을 느낄 수 있는 유니짜장과 바삭바삭한 흑돼지탕수육 등 다양한 메뉴를 즐길 수 있다.  주변 관광지로 함덕해변  서우봉둘레길  김택화 미술관 등이 있다.,가능,0.0,10:00~20:00 (준비시간 15:00~17:00),매주 월요일,다래향해물짬뽕,다래향차돌짬뽕 / 다슬기불짬뽕 / 해물왕짬뽕 등,모두 금연석,가능,가능,전화 예약 가능 (064-782-9466),"부대시설:
",음식점
1881664,독개물항,63012.0,독개물항,064-796-3966,제주특별자치도 제주시 한림읍 한림로 478 ,33.40191466,126.251624,제주시 한림읍 옹포리에 위치한 독개물항은 한림의 조용한 바닷가 마을에 있는 향토음식 전문점이다. 신선한 해산물이 가득한 이곳은 협재해수욕장과 한림공원  차가운 용천수가 흐르는 화순의 담수 수영장이 있는 화순 금모래해변과도 가까이 있어 물놀이 이후에 편안하게 들릴 수 있다.,가능,0.0,09:00~21:00,매주 수요일,통갈치구이갈치조림,오분작구이 / 누룽지전복토종닭백숙 / 전복죽 등,모두 금연석,가능,가능,전화 예약 가능 (064-796-3966),"부대시설:
",음식점
1883622,만부정,63136.0,만부정,064-743-1119,제주특별자치도 제주시 사장길 38 ,33.48260401,126.4945566,만부정은 제주에 위치한 오랜 전통의 복요리 전문점이다. 인근 제주바다의 복어와 매일 선별한 신선한 채소를 사용하여 다양한 코스요리 및 식사메뉴를 고객에게 제공한다. 복요리 외에도 랍스터 코스요리도 준비되어 있어 남녀노소 누구나 부담 없이 즐길 수 있다. 실내 좌석이 넉넉하며 개별룸 시설을 완비하고 있어 각종 모임을 하기에도 손색이 없다. 또한 건물 지하에 전용 주차장 시설을 보유하고 있다.,가능,0.0,- 08:00~21:30<br>- 준비시간 15:00~17:00<br>- 마지막 주문 20:30,설·추석 당일,참복 복지리,참복 당일바리 / 복불고기 정식 / 복수육정식 등,모두 금연석,가능,,전화 예약 가능 (064-743-1119),"부대시설:
",음식점
1892305,몽생이,63005.0,몽생이,064-772-3886,제주특별자치도 제주시 한경면 녹차분재로 628 ,33.3246539,126.2605083,제주시 한경면 저지리에 위치한 말고기 전문점이다. 말고기 구이  샤부샤부  육회  내장탕 등 맛있다고 소문이 자자한 곳으로 제주산 말고기를 사용해 맛이 일품이다. 그뿐만 아니라 식당 근처에 ‘생각하는 정원  5월의 꽃  유리의 성  오설록 티 뮤지엄  올레길(14-1코스)’ 이 근접해있어 관광코스로도 적합하다.,가능,0.0,06:00~15:00,비정기적 휴무,소머리해장국,소머리수육 / 김치찌개 / 말내장탕 등,모두 금연석,가능,가능,전화 예약 가능 (064-772-3886),"부대시설:
",음식점
1892321,무인카페 산책,63045.0,무인카페 산책,010-7625-7711,제주특별자치도 제주시 애월읍 고내로7길 49 ,33.46688381,126.3369207,애월읍 고내리 고내포구 앞에 있는 작은 무인카페이다. 카페 인근의 고내포구는 올레 15코스의 마지막 지점이자 16코스의 시작점이다. 무인카페 산책은 가게에 주인이 없는 카페로써  자유롭게 카페를 이용하고 이용료를 지불하고 가면 된다. 이곳에 비치된 각종 차는 전부 유기농으로 준비되어 있고  커피 또한 공정무역으로 거래된 유기농 커피만을 사용하고 있다.,가능,0.0,08:00~20:00,연중무휴,페퍼민트,레몬그라스 / 캐모마일 / 메밀차 등,모두 금연석,없음,,,"화장실:있음
",음식점
1896087,법환어촌계횟집,63573.0,법환어촌계횟집,064-739-1674,제주특별자치도 서귀포시 막숙포로 61 (법환동) ,33.23580105,126.5150882,법환어촌계횟집은 어촌계에서 운영하는 횟집이다. 해녀들이 직접 잡은 해산물과 서귀포 앞바다에서 잡은 자연산 활어를 저렴한 가격에 제공한다. 제주도에 가면 맛봐야 할 모든 음식을 풀코스로 제공하고 있다. 모든 회 메뉴 주문 시 제주산 통갈치구이  전복죽  뿔소라  전복회  딱새우  멍게  메인회  매운탕 등 20가지 이상이 나온다. 매장 내부에 탁 트인 오션뷰를 바라보며 식사를 할 수 있으며  식당 전용 넓은 주차장을 보유하고 있어 편리하게 이용할 수 있다.,가능<br>요금(무료),0.0,"월요일~목요일, 일요일 11:00~22:00(브레이크 타임 15:00~16:00<br>금요일~토요일 11:00~24:00(브레이크 타임 15:00~16:00)",연중무휴,범섬풀코스,범섬풀코스 / 회덮밥 / 고등어구이 / 물회 / 멍게 외,모두 금연석,가능,,전화 예약,"화장실:있음
",음식점
1896538,오라숲소리,63148.0,오라숲소리(구 고내촌숲소리),064-744-2545,제주특별자치도 제주시 오라로 80 ,33.49555007,126.5117826,"제주향토음식과 본토음식을 접목했다는 평을 받는 ‘매화한정식’ 은 30여년간 중학교 영어교사를 하던 식당 주인이 어머니의 손맛을 기억하며 만들어낸 한상차림이다. 샐러드와 닭가슴살 양장피  부추전  자체 개발한 우럭탕수  보쌈  흑돼지떡갈비  옥돔구이 등이 가족여행객들에게 인기가 많다. 신문 방송에도 ‘소문난 맛집’으로 소개되었다. 유명 연예인  정치인  학자  체육인 등  다양한 내방객이 남긴 사인 전시도 눈길을 끈다. 제주공항과는 자동차로 5~7분 거리여서  공항에 도착했을 때나 여행을 마치고 공항으로 가는 길에 들리기 좋은 모범음식점이다. 2층에는 50~60명이 함께 식사할 수 있는 연회실이 있다.

(출처 : 제주 문화관광 홈페이지)",가능,0.0,11:00~21:00 (준비시간 15:00~17:00),연중무휴,매화상,국화상 / 목련상 / 제주돼지 샤브 등,모두 금연석,가능,가능,전화 예약 문의 (064-744-2545),"부대시설:
",음식점
1964507,놀맨,63043.0,놀맨,064-799-3332,제주특별자치도 제주시 애월읍 애월로1길 24 ,33.46246721,126.3102342,제주시 애월읍에 위치한 해물라면 전문 음식점 놀맨에서는 주인이 직접 문어를 잡아와 해물라면을 제공한다. 당일 문어가 잡힌 경우에 한해서만 문어가 들어가며  이외에 다양한 해물을 이용하여 라면을 제공한다. 많은 해물이 들어간 라면이라 비주얼이 좋다. 면발은 꼬들꼬들하게 끓여져서 나오며 라면 수프맛보다는 해물짬뽕맛 같은 깔끔하고 시원한 맛을 느낄 수 있다. 매장 테이블은 모두 야외에 위치해 있어 바다를 바라보며 식사가 가능하다.,불가능,0.0,10:00~15:00,"연중무휴<br>※ 단, 비, 바람이 심하면 영업 불가로 사전 전화 문의",해물라면,,모두 금연석,가능,,,,음식점
1966799,돼지꿈,63129.0,돼지꿈,064-746-5999,제주특별자치도 제주시 제원길 6 ,33.48945317,126.4892402,제주시 연동에 위치한 고기국수 및 국밥 전문점으로 고기국수  순대국밥  돼지국밥 외에도 황태해장국  전복해물탕  육개장  돌솥비빔밥  김치찌개 등 해장국과 찌개류를 비롯한 다양한 식사 메뉴를 제공하는 음식점이다.,불가능,0.0,00:00~24:00,연중무휴,돼지국밥,고기국수 / 순대국밥 / 모듬순대 / 김치찌개 외,모두 금연석,없음,,,,음식점
1984236,백기해녀의집,63641.0,백기해녀의집,064-782-0673,제주특별자치도 서귀포시 성산읍 일출로 88-19 ,33.44994227,126.9223924,"백기해녀의 집은 광치기해변과 성산일출봉을 바라보며 맛있는 식사가 가능한 해산물 요리 전문점이다. 섭지코지에서 성산일출봉 가는 길가에 위치하고 있으며  어촌계 직영으로 해녀분이 당번제로 운영하고 있는 곳이다. 성게  해삼 등 해산물과 성게해삼물회  성게칼국수 등 식사류를 제공한다. 
가장 인기 있는 메뉴는 해산물 모둠이다. 전복  소라  멍게 가 한 접시에 나오는데 해녀분이 당일날 잡은 해산물들이어서 더욱 신선하다. 그리고 해산물만 주문해도 김치  단호박  나물무침 등의 밑반찬도 같이 나와 든든하게 식사를 할 수 있다.",가능<br>요금 (무료),0.0,07:30~17:00<br>브레이크 타임 15:00~15:30<br>라스트 오더 16:30,연중무휴<br>※ 유동적 휴무로 전화 문의,성게물회,성게물회 / 성게미역국 / 성게칼국수 / 전복회 / 모듬해산물 외,모두 금연석,가능,,전화 예약,,음식점
1984251,삼복가든,63346.0,삼복가든,064-784-8181,제주특별자치도 제주시 조천읍 비자림로 653 ,33.43673421,126.6765363,삼복가든은 제주 미니랜드 인근에 위치한 한식 전문 음식점이다. 백숙  닭볶음탕  해물뚝배기  된장찌개  뼈다귀해장국  두루치기 등 다양한 한식 메뉴를 판매하며  아침식사도 가능하다. 제주식 집밥을 맛볼 수 있다.,가능,0.0,08:00~20:00 (전화 문의),매주 일요일,해물뚝배기,백숙 / 흑돼지생구이 / 해물뚝배기 / 된장찌개 / 뼈다귀 해장국 등,모두 금연석,없음,,전화 예약 가능 (064-784-8181),,음식점
1984253,성미가든,63346.0,성미가든,064-783-7092,제주특별자치도 제주시 조천읍 교래1길 2 ,33.43757579,126.6768807,성미가든은 제주 조천읍 고래리에 위치한 토종닭백숙 전문점이다. 메뉴로는 샤부샤부  닭볶음탕 두 가지 메뉴가 있으며  샤브샤브 메뉴의 경우에는 샤부샤부  백숙  녹두죽이 코스로 제공된다. 성미가든에서는 기본적으로 샤부샤부 메뉴가 주문이 들어가기 때문에 닭볶음탕을 주문하고자 하는 경우 반드시 미리 말해야 한다.,가능,0.0,11:00~20:00,"매월 둘째 주, 넷째 주 목요일",샤부샤부(백숙/녹두죽),닭볶음탕,모두 금연석,가능,,전화 예약 가능 (064-783-7092),,음식점
1984486,오름가든,63346.0,오름가든,064-784-6041,제주특별자치도 제주시 조천읍 비자림로 657 ,33.4369953,126.6766807,[제주시 조천읍 교래리에 위치한 토종닭  흑돼지  꿩요리 전문점 오름가든]<br /> 오름가든은 제주 미니랜드 인근에 위치한 토종닭  흑돼지  꿩요리를 전문으로 하는 음식점이다. 토종닭 코스요리와 꿩한마리 코스요리  흑돼지 샤브샤브 등 다양한 종류로 토종닭  흑돼지  꿩요리를 맛볼 수 있다.<br>,가능,0.0,10:30 ~ 20:00 (19:00 라스트오더),명절연휴 (전화로 문의),토종닭 샤브샤브,토종닭 한마리 코스 / 토종닭백숙 / 토종닭볶음탕 / 꿩 샤브샤브 외,모두 금연석,가능,,전화 예약 문의 (064-784-6041),"화장실:남/녀 화장실 구분
",음식점
2359240,88돼지,63129.0,88돼지,064-711-9947,제주특별자치도 제주시 제원길 7 ,33.48921987,126.4896569,"88돼지는 제주시에 위치한 흑돼지 근고기 전문점이다. 
100% 제주산 품질 좋은 돼지고기를 고객에게 제공한다. 쫄깃하고 두툼한 흑돼지 근고기를 멜젓에 찍어 먹는 맛의 풍미가 깊다. 근고기 외에도 오겹살을 맛볼 수 있다. 제주 공항 근처에 위치하여 많은 여행객들이 방문하는 맛집이다.",가능,0.0,16:30~05:00,연중무휴,근고기,근고기 / 오겹살 / 흑돼지김치찌개 등,모두 금연석,가능,,전화 예약 가능 (064-711-9947),,음식점
2561772,스카이 온 파이브 다이닝,63522.0,스카이 온 파이브 다이닝,064-908-1200,제주특별자치도 서귀포시 안덕면 신화역사로304번길 38 ,33.3049514,126.3164039,스카이 온 파이브 다이닝은 환상적인 전경을 감상하며 프리미엄 스테이크와 소믈리에의 엄선된 와인 페어링을 함께 즐길 수 있는 레스토랑이다. 수준 높은 인테리어 디자인은 물론  제주의 맛까지 가미된 고급 요리로 고객들에게 차별화된 미식의 경험을 제공한다. 탁 트인 공간에서 제주의 바다와 하늘도 함께 음미하시길 바란다.,가능,1.0,06:30~21:30 (브레이크타임 10:30~12:00 / 14:30~18:00),연중무휴,뷔페,,모두 금연석,가능,,전화 예약 문의 (064-908-1200),"부대시설:공용주차장  화장실  무료 WIFI  흡연구역  편의점  음료대  유도 및 안내 시설  경보 및 피난 시설  노키즈존  유아 의자  유아 식기
",음식점
2561780,랜딩 다이닝,63522.0,랜딩 다이닝,064-908-2300,제주특별자치도 서귀포시 안덕면 신화역사로304번길 38 ,33.3049514,126.3164039,랜딩 다이닝은 랜딩관 제주신화월드 지하 1층에 위치한 올 데이 다이닝 공간이다. 한식부터 중식  일식  양식을 모두 아우르는 뷔페 레스토랑으로 취향에 맞는 요리를 선택할 수 있다. 조식 뷔페에서는 베트남 쌀국수와 오믈렛 등을 즉석에서 만들어주는 라이브 섹션을 운영하고 있다. 해산물과 흑돼지 등 제주의 식재료를 사용한 엄선된 메뉴를 선보이고 있으며 24시간 운영되는 룸 서비스를 통해 한식부터 양식까지 다양한 메뉴를 객실에서도 주문할 수 있다.,가능,1.0,07:00~21:30 (브레이크타임 11:00~18:00),연중무휴,뷔페,,모두 금연석,가능,가능,전화 예약 문의 (064-908-1240),"부대시설:공용주차장  화장실  무료 WIFI  흡연구역  편의점  음료대  유도 및 안내 시설  경보 및 피난 시설  노키즈존  유아 의자  유아 식기
",음식점
2562475,동해미락,63596.0,동해미락,064-733-5921,제주특별자치도 서귀포시 칠십리로 133 ,33.2436427,126.5682723,"제주 서귀포시에 위치한 회 전문점으로 매일 신선한 횟감과 해물을 맛볼 수 있는 곳이다. 마치 뱃머리를 형상화한 듯한 건물이 눈길을 끈다. 1층 60석  2층 140석이 마련된 대형 음식점으로 각종 모임이나 회식 장소로 좋고  2층에서 바다를 바라보며 먹는 회 맛이 일품이다.
주변에 천지연폭포  이중섭거리가 있어 식사 전후로 관광하기에 좋다.",가능,0.0,12:00~22:30 (라스트오더 21:00),연중무휴,제철 모둠회 코스요리,갈치회 / 고등어회 / 다금바리 등,모두 금연석,없음,전메뉴 포장가능,전화 예약 문의 (064-733-5921),,음식점
2753037,대기정,63544.0,,064-739-1041,제주특별자치도 서귀포시 이어도로 41 (대포동),33.24032697,126.4285706,대기정은 제주도 중문에 위치한 갈치 요리 전문점이다. 채낚이배로 잡은 13 미 이상의 최상품 생물 갈치만을 사용하며 제주도에서 통갈치 음식점 중 가장 싸고 맛있는 집이라고 자부한다. 뼈 없는 갈치조림을 비롯하여  통갈치구이  고등어구이  고소하고 푸짐한 전복돌솥밥 등 제주의 맛을 만끽할 수 있는 메뉴들로 가득하다. 2층까지 넓고 쾌적한 실내공간은 물론 친절한 직원들  도로와 가까운 주차장까지 겸비하고 있다.,가능 <br>요금 (무료),0.0,10:00~20:30 (브레이크타임 15:00~17:00 / 라스트오더 19:30),연중무휴,갈치조림,통갈치구이 / 고등어구이 / 전복돌솥밥 / 고등어구이,,가능,가능,가능,"화장실:가능 (남녀 구분)
부대시설:단체석  주차장  화장실  무선 인터넷
",음식점
2755000,돈이랑,63534.0,,064-738-9277,제주특별자치도 서귀포시 일주서로 953 (색달동),33.2577414,126.4091024,서귀포 중문 관광단지 입구에 위치한 제주 흑돼지구이 전문점 돈이랑은 육즙이 풍부한 두툼한 흑돼지를 숙련된 직원들이 직접 구워주고 잘라주는 서비스가 인기 비결이다. 또한 보말 된장찌개는 고기의 느끼한 맛을 싸악 잡아주는 역할을 한다. <맛있을지도> 14회에 방영되었으며 한쪽 벽을 가득 채운 유명인들의 사인이 맛집으로 인정받은 느낌이 든다. 날씨가 좋을 때는 야외 테라스를 이용해 보는 것도 추천한다.,가능,0.0,11:30~24:00 (라스트오더 23:10),연중무휴,제주흑돼지구이,김치찌개 / 보말된장찌개 / 냉면 / 김치말이국수 / 보말해물라면 등,,가능,가능,064-787-3827,"화장실:가능 (남녀구분)
부대시설:단체석  주차  포장  무선 인터넷
",음식점
2755006,만덕이네,63624.0,,0507-1336-3827,제주특별자치도 서귀포시 표선면 서성일로 16 ,33.39337433,126.8011015,제주 성읍민속마을 근처에 있는 향토음식 전문점 만덕이네는 한식대첩 4 우승 당시 백종원이 인정한 맛집이다. 식객 허영만 백반기행과 음담패썰 등 다수의 방송에서 맛집으로 인증된 곳으로  제주 우수레스토랑 인증점 및 향토음식문화대전에서 대상을 받았다. 매콤한 갈치조림과 구수한 접짝뼈국. 싱싱한 전복과 제주 흑돼지가 들어가는 전복문어흑돼지 두루치기 정식이 인기 메뉴다. 상차림이 푸짐하고  친절해서 서귀포 관광객들의 필수 코스가 되고 있다.,가능,0.0,08:00~21:00 (라스트오더 20:00),연중무휴,갈치조림정식,전복문어흑돼지두루치기 / 접짝뼈국 / 전복뚝배기 / 고등어구이 등,,가능,가능,064-787-3827,"부대시설:단체석  주차  무선 인터넷 
화장실:가능 (남녀구분)
",음식점
