ID,명칭,우편번호,관리자,전화번호,주소,위도,경도,개요,문의 및 안내,규모,좌석수,주차 시설,어린이놀이방,개업일,영업시간,쉬는날,대표메뉴,취급메뉴,할인정보,금연/흡연,신용카드정보,포장가능,예약안내,상세정보,인허가번호
1866954,감나무집,63191.0,감나무집,064-722-8292,제주특별자치도 제주시 오남로 12 ,33.4941753491,126.5195597249,제주에 위치한 감나무집은 숯불구이 전문점이다. 실내는 좌식  입식 테이블  개별룸 등 다양한 좌석이 구비된 널찍한 홀 구조여서 각종 단체 모임을 하기에도 좋다. 소양념갈비(왕갈비)  돼지양념갈비  돼지 생갈비  소갈비찜이 대표 메뉴이며 그 외 점심 메뉴로 맛볼 수 있는 흑돼지불고기정식  차돌국밥  차돌된장찌개 등이 있다.,064-722-8292,,,,0.0,,10:30~22:00 (휴식 시간 15:00~16:30 / 주문 마감 21:00),연중무휴,감나무왕갈비,돼지양념갈비 / 돼지생갈비 / 흑돼지두루치기 / 오겹살 / 소갈비찜 외,,모두 금연석,가능,,전화 예약 문의 (064-722-8292),,19960627002.0
1868009,골막식당,63215.0,골막식당,064-753-6949,제주특별자치도 제주시 천수로 12 ,33.5024497344,126.5384467843,제주 동부 경찰서 인근에 있는 한식당이다. 제주식 고기 국수를 전문으로 한다. 돼지 사골과 멸치로 낸 진한 육수에 우동면에 가까운 통통한 국수를 만 후 돼지수육을 올려내는 고기 국수는 취향에 따라 고춧가루를 넣어 먹으면 얼큰한 맛을 살려서 먹을 수 있다.,064-753-6949,,,가능,0.0,,06:30~18:00 (마지막 주문 17:30),연중무휴,고기국수,수육 / 비빔국수 등,,모두 금연석,가능,,전화 예약 문의 (064-753-6949),,19890627078.0
1872423,정인이네 국수냐 국밥이냐,63566.0,국수냐 국밥이냐,064-739-3382,제주특별자치도 서귀포시 김정문화로 39 ,33.2516742042,126.5089688897,국수냐 국밥이냐는 제주 서귀포시 김정문화로에 위치한 한식 전문점이다. 가족경영으로 운영하며 직접 농사지은 식재료를 사용한다. 국수 및 국밥  전골  콩국수 등 다양한 한식메뉴를 판매하고 있다. 엄나무백숙과 닭볶음탕은 전화로 미리 예약 후 방문해야 먹을 수 있다.,064-739-3382,,,가능,0.0,,07:00~20:30<br>라스트 오더 20:00,연중무휴,엄나무백숙,엄나무백숙 / 닭볶음탕 / 닭내장탕 / 순대전골 / 김치전골 / 모듬순대 / 고등어구이 외,,모두 금연석,가능,,전화 예약,,20070631271.0
1872474,국수의 전설,63605.0,국수의 전설,064-733-7101,제주특별자치도 서귀포시 효돈로 108 (신효동),33.2635217278,126.6103765028,국수의 전설은 다양한 국수를 제공하는 국수 전문점이다. 제주도의 유명한 국수인 고기국수를 비롯하여 비빔국수  보말 칼국수  전설 칼국수  들깨 칼국수  돔베고기 등 다양한 메뉴를 제공한다. 국수의 전설에서 제공하는 국수는 인공 조미료를 넣지 않고 국산 토판염으로 간을 맞추어 제공한다.,064-733-7101,,,가능,0.0,,09:30~15:30,매주 목요일,고기국수,비빔국수 / 보말칼국수 / 성게칼국수 등,,모두 금연석,가능,,전화 예약 가능 (064-733-7101),,19970631061.0
2654157,코코마마,63365.0,코코마마,064-784-8116,제주특별자치도 제주시 우도면 우도해안길 816 ,33.5131608533,126.9577740316,제주특별자치도 제주시에 있는 해산물 전문점이다. 대표메뉴는 모듬 해산물 구이이다. 랍스터 요리를 즐길 수 있다.,064-784-8116,,,가능,0.0,,11:30-15:00(상황에따라 유동적),,모듬해산물구이,모듬해산물구이 / 랍스터,,금연,없음,가능,,,20170628420.0
2654169,우도짜장맨,63365.0,우도짜장맨,070-7778-2003,제주특별자치도 제주시 우도면 우도해안길 1132 ,33.4977793773,126.9674124414,톳은 미역과 비슷한 해초다. 대표메뉴는 짜장면이다. 제주특별자치도 제주시에 있는 중식당이다.,070-7778-2003,,,,0.0,,09:00-18:00,,짜장면,짜장면 / 해물짬뽕,,금연,없음,,,,20160627290.0
2654171,띠띠빵빵,63365.0,띠띠빵빵,064-782-5959,제주특별자치도 제주시 우도면 우도해안길 982 ,33.5082782107,126.9670372308,제주특별자치도 제주시에 위치한 중식당이다. 대표메뉴는 해물짬뽕이다. 식당이 바닷가에 있다.,0507-1429-5960,,,가능,0.0,,07:00 ~ 19:00,풍랑주의보에 휴무,해물짬뽕,해물짬뽕 / 수제버거 외,,금연,없음,가능,가능,"화장실:남녀구분

",20150627574.0
2654185,디바인커피,63365.0,디바인커피,010-6222-4001,제주특별자치도 제주시 우도면 우도해안길 1112 ,33.4977571831,126.9690123031,제주특별자치도 제주시에 위치한 카페이다. 카페가 바닷가에 있다. 대표메뉴는 라떼이다.,010-6222-4001,,,,0.0,,09:00 ~ 24:00,연중무휴,라떼,라떼 / 아이스크림,,금연,없음,,,,20170627234.0
1876804,금바우,63595.0,금바우,064-733-1517,제주특별자치도 서귀포시 태평로371번길 4 ,33.2455423726,126.5610395148,제주 토종 흑돼지 참숯구이를 전복구이와 함께 먹을 수 있는 음식점이다. 갈비탕  뚝불고기 등의 메뉴도 인기가 좋고  계절에 따라 제공되는 물회도 맛이 좋다. 기본에 충실하며  좋은 품질의 고기를 제공하여 현지인들의 추천 맛집으로 유명하다. 식당 내부 공간도 넓어 붐비지 않고 여유롭게 식사를 즐길 수 있다.,0507-1331-1517,,,가능,0.0,,"11:30~21:30 (휴식 시간 14:30~17:00, 주문 마감 20:30)",매주 월요일,흑돼지 오겹살 / 목살,흑오겹 / 흑목살 / 흑모둠구이 외,,모두 금연석,가능,,전화 예약 가능 (064-733-1517),,20020631117.0
1876813,김대감숯불갈비,63588.0,김대감숯불갈비,064-763-2777,제주특별자치도 서귀포시 동홍중앙로 67 ,33.2566607621,126.5718633269,김대감숯불갈비는 제주도 서귀포시 동홍동에 위치한 숯불갈비 전문점이다. 이곳은 음식점 앞 주차 공간을 이용할 수 있고 내부는 룸과 홀로 나누어져 있다. 대표 메뉴는 돼지생갈비  양념갈비이다. 직접 만든 특제소스로 갈비를 양념한다. 또한 점심에 든든한 솥밥 정식 메뉴를 맛볼 수 있다. 주변 관광지로 바다다이브  하영올레코스  이중섭문화거리 등이 있다.,064-763-2777,,,,0.0,,10:00~23:00,연중무휴,양념갈비,생갈비 / 삼겹살 등,,모두 금연석,가능,,전화 예약 문의 (064-763-2777),,19810631007.0
1876822,깜돈 흑돼지,63125.0,깜돈 흑돼지,064-712-9229,제주특별자치도 제주시 삼무로3길 6 ,33.4904837046,126.495295251,깜돈 흑돼지는 제주시 연동에 위치한 흑돼지 전문점이다. 10년 이상 자리를 지켜온 이곳은 아늑한 내부로 단체 모임이나 회식장소로 적절한 곳이다. 깜돈 흑돼지는 제주 청정 흑돼지를 사용하며 세계자연유산 제주 품질인증  제주마씸  무항생제 축산물  제주흑돼지고기  haccp 인증을 받은 흑돼지이다. 주변 관광지로 제니의 정원  가새기오름 등이 있다.,064-712-9229,,,가능,0.0,,17:00~22:00,"매월 둘째 주, 넷째 주 일요일",제주산흑돼지모듬,제주산흑돼지모듬 / 제주산흑오겹살 / 목살 / 항정살 등,,모두 금연석,가능,,전화 예약 문의 (064-712-9229),"화장실:남녀개별 / 업소내 위치
",19940627355.0
1876994,낭뜰에쉼팡,63344.0,낭뜰에쉼팡,064-784-9292,제주특별자치도 제주시 조천읍 남조로 2343 ,33.4735270537,126.6571482427,낭뜰에쉼팡은 ‘나무 뜰이 있는 쉼터에서 쉬었다 가라’는 의미를 담고 있는 제주도 방언이다. 오름을 다녀오시는 분들과 관광객이 저렴하고 맛있는 음식을 푸짐한 양으로 접할 수 있다. 싱싱한 채소와 찰보리밥으로 메뉴를 제공하는 이곳은 여유로움을 즐길 수 있는 곳이다. 대표 메뉴는 낭뜰정식으로 2인 이상 주문 가능하며  쌈채  고등어구이  흑돼지 제육볶음  두부 겉절이  된장찌개  밥이 나온다.,064-784-9292,,,가능,0.0,,- 09:00~20:00<br>- 준비시간 16:00~17:00<br>- 마지막 주문 19:00,연중무휴,낭뜰정식,돌솥비빔밥 / 녹차들깨수제비 / 흑돼지제육볶음 등,,모두 금연석,가능,,전화 예약 문의 (064-784-9292),"부대시설:식당 정문 좌측에 오두막과 벤치가 마련되어 있음
",20080627779.0
1877081,다미회,63208.0,다미회,064-722-0726,제주특별자치도 제주시 동광로2길 9-4 ,33.5004276205,126.5312474554,제주시청 앞 골목에 위치한 다미회는 화려하고 고급스러운 일식을 맛볼 수 있는 곳이다. 제철 해산물을 이용한 회와 코스요리  각종 별미들이 준비되어 있다. 특히 두툼하고 쫀득한 식감의 삼치회가 인기 메뉴이다. 이 외에도 모둠회를 비롯한 다양한 회 메뉴와 탕 및 식사 메뉴가 준비되어 있다. 개별룸과 주차장 시설을 완비하고 있어 각종 모임을 하기에도 좋다.,064-722-0726,,,가능,0.0,,11:30~22:00 (브레이크타임 14:00~17:00 / 라스트오더 21:00),매주 일요일,모둠회,삼치회 / 코스요리 / 매운탕 / 알탕 / 생선초밥 외,,모두 금연석,가능,,전화 예약 문의 (064-722-0726),,19950627996.0
2654431,제주감자탕,63125.0,제주감자탕,064-747-0063,제주특별자치도 제주시 삼무로 59 ,33.4900142757,126.4929982389,제주특별자치도 제주시에 있는 한식당이다. 대표메뉴는 뼈다귀 감자탕이다. 감자탕은 돼지고기와 감자로 만든 매운 국물 요리이다.,064-747-0063,,,,0.0,,00:00-24:00,,뼈다귀감자탕,뼈다귀감자탕 / 해장국,,금연,없음,,,,20180621744.0
2654438,회양과국수군,63365.0,회양과국수군,064-782-0150,제주특별자치도 제주시 우도면 우도해안길270 1층 2호 ,33.5038977318,126.9419533952,제주특별자치도 제주시에 있는 해산물 전문점이다. 대표메뉴는 해물탕이다. 사장님이 매일 바다에서 해산물을 잡아 온다.,064-782-0150,,,가능,0.0,,10:30-21:00,연중무휴,해물탕,해물탕 / 회국수,,금연,없음,,가능,,20090627038.0
