ID,명칭,우편번호,관리자,문의 및 안내,주소,위도,경도,개요,주차 시설,어린이놀이방,영업시간,쉬는날,대표메뉴,취급메뉴,금연/흡연,신용카드정보,포장가능,예약안내,상세정보,카페/음식점
2755913,하우스레서피,63024.0,,064-796-9440,제주특별자치도 제주시 한림읍 일주서로 5892 ,33.44375238,126.2954248,2009년 문을 연 하우스레서피는 미국  멕시코  홍콩에서 25년 생활한 부부가 제2의 인생을 시작한 곳이다. 제주시 구좌읍에서 자란 당근은 수분도 많고 당도가 높은 특징이 있어 어느 곳보다 당근케이크  당근 주스가 더 맛있다는 평이다. 앉아서 먹고 갈 수 있는 테이블도 있긴 하지만 이웃집 할머니의 소박한 가정집을 방문한 것 같아서 주문하고 포장해가기 좋다. 전국으로 택배가 가능한 것도 큰 장점이다.,가능,0.0,10:00 ~ 19:00,매주 화요일,당근케익,당근머핀 / 루이보스티 / 요한 당근 로프 케이크 / 아메리카노 등,,가능,가능,064-796-9440,"화장실:가능 (남녀구분)
",카페
2763762,구좌상회,63340.0,,010-6600-6648,제주특별자치도 제주시 조천읍 선교로 198-5 ,33.4857236,126.698886,월정리 해변가에 위치한 구좌상회는 제주 돌담으로 지어진 옛집 풍경을 간직한 고즈넉하고 아담한 카페이다. 집 두 채를 개조하여 빈티지한 멋스러움을 간직하면서도 통창으로 보이는 경관이 감성을 더욱 자극한다. 시그니쳐 메뉴인 당근케이크는 촉촉한 케이크 시트와 당근이 맛의 조화를 이룬다. 소녀감성 가득한 찻잔에 홍차를 곁들이며 조용하게 감상에 빠져들기 좋다. 테이블과 의자  식물들이 놓여있는 앞마당은 그 자체가 포토존이다. 제주스러움을 느끼고 싶다면 꼭 가봐야 할 카페이다.,불가 (마을 공영주차장 이용 가능),0.0,10:30~18:00,"매주 화요일, 수요일",당근케이크,커피 / 케이크 / 블랙티 / 한라봉차 등,,가능,가능,,"화장실:가능 (남녀 구분)
부대시설:무선 인터넷  화장실
",카페
2782843,슬로보트,63053.0,,010-8769-1455,제주특별자치도 제주시 애월읍 하귀2길 46-16 ,33.49012968,126.4143856,애월읍에 위치한 슬로 보트는 감귤창고의 형상을 한 아틀리에로 제주의 북쪽 바다 경관과 어울리도록 건축한 멋스러운 카페이다. 천장고가 높은 복층 구조로 되어있는 슬로 보트의 내부는 우드 특유의 따뜻함과 유니크한 인테리어로 꾸며놓아 전체적으로 세련된 분위기다. 카페 입구에 들어서면 제주를 주제로 찍은 사진들과 고양이 사진도 볼 수 있다. 제주에서 전시와 책  커피를 한곳에서 즐기며 한적하고 조용하게 시간을 보낼 수 있다.,가능,0.0,10:00 ~ 19:00,연중무휴,핸드드립커피,유기농 티 / 까눌레 / 뱅쇼 등,,가능,가능,,"부대시설:주차장  화장실
화장실:가능
",카페
2782858,카페모알보알 제주점,63348.0,,010-5039-3506,제주특별자치도 제주시 구좌읍 구좌해안로 141 ,33.55959367,126.7279707,필리핀어로 ‘거북이 알’이라는 말로 세부섬의 한 지역명이기도 한 모알보알은 들어가는 순간 필리핀이나 발리에 온 듯한 착각을 불러일으킨다. 이국적으로 꾸며놓은 이곳은 에스닉한 소품들과 라탄 소재의 가구들로 가득 채워져 이곳을 방문하는 고객들에게 또 다른 볼거리를 제공한다. 카페 밖으로 나가면 빈백과 테이블이 있어 자유롭게 바다 뷰를 보며 커피와 디저트를 맛볼 수 있어 여행객들에게 인기가 많다. 카페 곳곳에 피아노  욕조  침대 등 소품이 많아 다양한 포토존을 즐길 수 있다. 반려견 동반도 가능하다.,가능,0.0,10:30~18:00 (라스트오더 17:30),연중무휴,아메리카노,카페라떼 / 제주말차라떼 / 한라봉에이드 / 헤이즐넛 초코릿 머핀 / 당근 케이크 등,,가능,가능,,"화장실:가능
부대시설:주차장  화장실  무선인터넷
",카페
2785883,아날로그사운즈,63363.0,,0507-1346-8225,제주특별자치도 제주시 구좌읍 하도9길 72 ,33.51166826,126.8903216,제주 동쪽의 조용한 시골 마을 하도리에 있는 카페다. 오리지널 빈티지 스피커와 다양한 목조 가구들 덕분에 편안하면서도 여유로운 분위기를 즐길 수 있다. 구좌 당근을 사용한 당근주스와 당근우유  당근사과주스 등 신선한 주스가 대표 메뉴다. 당근을 이용한 디저트도 인기다. 당근쿠키와 당근티라미수는 이곳만의 독특한 맛과 식감으로 손님들의 입맛을 사로잡는다. 한라산카푸치노와 우도땅콩아포가토 등 제주의 특징을 내세운 개성 넘치는 메뉴들도 만날 수 있다.,가능<br>요금 (무료),0.0,12:00~18:00,매주 수요일,당근당근주스,한라산카푸치노 / 아메리카노 / 제주 감귤 밀크티 / 당근티라미수 외,,없음,,,,카페
2791194,어니스트밀크 본점,63630.0,,070-7722-1886,제주특별자치도 서귀포시 성산읍 중산간동로 3147-7 ,33.45044139,126.8718968,어니스트 밀크는 카페에서 2km 떨어진 한아름 목장에서 직접 가져오는 신선한 원유로 만든 밀크셰이크  요구르트  치즈를 맛볼 수 있는 카페다. 건물의 외관은 우유 패키지를 형상화하여 아이들이 좋아하며 매장 내부는 깔끔한 인테리어와 통유리로 된 창으로 성산 일출봉을 볼 수 있다. 또한 목장을 함께 운영하여 카페 방문객들에게 무료로 송아지 우유 주기 체험을 진행한다. 시간은 오전 11시  오후 2시  오후 4시로 시간대별 선착순 3팀만 현장 방문 예약을 받는다.,가능,0.0,10:00~18:00,연중무휴,아포가토,무무 우유롤케이크 / 말차쉐이크 / 순수 밀크아이스크림 / 딸기라떼 / 백향과요거트 등,,가능,가능,070-7722-1886,"부대시설:주차장  화장실
화장실:가능
",카페
2791230,카페 이스틀리,63639.0,,0507-1470-0354,제주특별자치도 서귀포시 성산읍 산성효자로114번길 131-1 ,33.45610525,126.908413,성산읍에 있는 카페 이스틀리는 실내 온실에서 4계절 내내 꽃을 볼 수 있는 정원이 아름다운 카페다. 영화 ‘번지 점프를 하다’에 출연한 배우 여현수 씨 부부가 운영하는 이스틀리는 핑크뮬리와 수국 명소로도 유명하다. 따뜻한 감성으로 채워진 실내 공간도 좋지만  이곳의 매력은 뭐니 뭐니 해도 꽃들이 가득 차 있는 정원에 마련된 테이블과 벤치에서 커피와 빵을 즐기는 것이다. 최근 카페 옆에 스모크 하우스도 오픈하여 식사와 커피  디저트를 한 번에 즐길 수 있어 더 특별한 공간이다.,,0.0,09:00~18:00 (라스트오더 17:30),,아메리카노,커피 / 에이드 / 티 / 디저트 등,,가능,가능,,"부대시설:주차장  화장실  정원
화장실:가능
",카페
2831622,미쁜제과,63500.0,,070-8822-9212,제주특별자치도 서귀포시 도원남로 16 ,33.26916433,126.1801415,제주도 서귀포 신도포구 근처에 있는 미쁜제과는 '믿음직스럽다'는 뜻의 순우리말 '미쁘다'에서 이름을 따온 한옥 베이커리 카페이다. 소금빵  옛날팥방  마약빵이 대표 메뉴이며 음료와 케이크류도 다양하다. 카페 뒤편은 작은 연못  분수  정자  소철  배롱나무 등으로 정원을 꾸몄고  그네와 널뛰기 같은 놀이도 있는 자연과 전통이 어우러진 독특한 분위기를 자랑한다. 레트로한 감성과 볼거리  즐길 거리를 제공하며 좌식  의자 등 기호에 따라 자리 선택도 가능하다. 미쁜제과는 제주 여행 중 자연과 전통  맛있는 빵과 음료를 동시에 즐길 수 있는 장소로  가족 단위 관광객부터 연인까지 모두에게 추천할 만한 명소이다.,가능,0.0,09:00~20:00 (마지막 주문 19:30),연중무휴,미쁜크림커피,쑥쑥라떼 / 오리지널 밀크티 / 에스프레소 등,,,,,,카페
2844044,카페텐저린,63573.0,,064-738-9767,제주특별자치도 서귀포시 이어도로 880 ,33.23631201,126.508722,서귀포시 법환동에 있는 카페텐저린은 법환초등학교 근처에 있는 브런치카페다. 옥상에 올라가면 범섬 바다가  반대편으로는 한라산이 보인다. 야외에는 잔디 위에 캠핑 의자가 놓여있고  2 644m2 귤밭이 어우러져 있어 겨울에는 귤 따기 체험도 할 수 있다. 아메리카노  바닐라 라테 등 커피와 당근 주스  사과주스  텐저린 휘낭시에  당케산도 등 제주 특산물을 이용한 빵과 제주에일 맥주를 베이글 샌드위치  텐저린 샐러드와 함께 즐길 수 있다. 야외 정원과 예쁜 상차림으로 사진이 잘 나오는 SNS 감성 카페이다. 근처 여행지로 법환포구  제주월드컵경기장  고근산 등이 있다.,가능,0.0,09:00~18:00,연중무휴,미니샐러드,크로플 / 버거칩스 / 구운버섯샐러드 등,,,가능,가능,,카페
2847829,호랑호랑 성산카페,63641.0,,064-783-9799,제주특별자치도 서귀포시 일출로 86 ,33.45005891,126.9215564,호랑호랑 성산카페는 광치기해변 끝자락에 있다. 카페 외부 테라스는 광치기해변으로 이어지며 성산일출봉 방향으로 돛단배 구조물이 있어 이곳에서 기념사진을 찍는 여행자가 많다. 2층 루프탑에는 다양한 의자와 테이블이 준비되어 있어 제주 동쪽 바다를 편안한 자세로 멀리 조망할 수 있다. 호랑호랑펜션을 함께 운영하고 있으며 근처 여행지로 성산일출봉  광치기해변  섭지코지 등이 있다.,가능,0.0,08:00~22:00 (라스트오더 21:30),연중무휴,소금빵샌드위치,나까오비까 에그타르트 / 크로와상 / 소금빵 / 망고눈꽃빙수 등,,,가능,가능,"화장실:남녀 구분
",카페
2850113,베케,63605.0,,064-732-3828,제주특별자치도 서귀포시 효돈로 54 (신효동) ,33.26198292,126.6049853,"베케는 서귀포 효돈동 월라봉 아래에 있다. 회색빛 노출 콘크리트 건물과 초록의 정원이 조화를 이루는 카페로 전면 유리창을 통해 정원을 감상하게 꾸며져 있다. 외부 공간에는 군데군데 커피를 마실 수 있는 테이블이 마련되어 있고  산책하며 사진 찍을 만한 포토존도 잘 꾸며져 있다.
베케는 쟁기로 농사짓던 시절 밭을 일구다 나온 돌을 쌓아놓은 돌무더기를 뜻하는 제주어이다. 주차장이 넓어 자동차 이용 시 주차가 편하다. 근처 여행지로 쇠소깍이 있다.",가능,0.0,09:30~17:30,화요일,돌담슈페너,차콩크림라떼 / 베케브리즈 / 아메리카노 / 카푸치노 / 바닐라라떼 등,,,,,,카페
2850127,더리트리브,63530.0,,0507-1387-8112,제주특별자치도 서귀포시 화순로 67 청산가든 ,33.24795526,126.3385643,더리트리브는 안덕중학교 건너편에 있다. 산지별 다양한 커피를 직접 로스팅하고 핸드드립 커피를 판매하며 스낵이나 베이커리 없이 음료만 판매하는 것도 특징이다. 실제로 골든리트리버가 있으며  반려견과 함께 갈 수 있는 카페이다. 모 연예프로그램에서 이효리가 방문한 이후로 더 유명해졌다. 책과 굿즈  매장에서 직접 볶은 원두를 판매하며  빈티지한 느낌이 나는 카페 내부에 사진 찍을 곳이 많다. 빈티지 샵에서 셀프 웨딩을 위한 웨딩드레스를 판매한다는 점이 특이하다. 테이크아웃 시에 더리트리브 멤버는 20% 할인해 준다. 가까이에 화순곶자왈  화순금모래해변  산방산 등이 있어 함께 둘러보기 좋다.,가능,0.0,11:00~19:00,연중무휴,아몬드크림라떼,핸드드립/에스프레소/모닝선샤인 티,,,,,,카페
2851007,바램목장&카페,63524.0,,010-2098-6627,제주특별자치도 서귀포시 신화역사로 611 ,33.31118183,126.3525867,"바람목장&카페는 서귀포 동광육거리 근처 양잠단지 방향에 있다. 양목장 테마 카페로 어린이와 함께 가기 좋다. 창문을 통해 넓은 정원에 놀고 있는 양들을 볼 수 있고  양 먹이를 따로 구매해 먹이 주기 체험도 할 수 있다. 양목장인 만큼 비가 오면 휴무이며 인스타그램을 통해 공지한다. 한라봉차  청귤차 등 제주 식재료를 이용한 음료가 있으며  사이드메뉴로 베이글과 쿠키세트 등을 판매한다. 근처 여행지로 헬로키티아일랜드  제주신화월드 등이 있다.  
※ 반려동물 동반 불가",가능,0.0,10:00~17:00 (라스트오더 16:40),매주 월요일 <br>※ 우천 시 휴무,한라봉차,초코라떼 / 아메리카노 / 캐모마일 / 베이글 등,,,,,,카페
2851125,아줄레주,63636.0,,010-2542-7278,제주특별자치도 서귀포시 신풍하동로19번길 59 ,33.36652513,126.8388016,"아줄레주는 제주특별자치도 서귀포시 신풍리 조용한 마을 안에 있다. 제주도의 작은 리스본을 지향하는 아줄레주는 포르투갈어로 타일을 뜻한다. 카페의 입구와 외관을 타일로 꾸몄고  외부에는 작은 정원이 있으며  심플한 내부에는 창문마다 테이블을 배치해 바깥 풍경을 볼 수 있게 하였다. 포르투갈 사람들이 즐겨 먹는 에그타르트가 시그니쳐 메뉴이고  이에 어울리는 커피와 수제청 음료를 판매한다. 근처 여행지로 김영갑갤러리두모악이 있다.  
※ 반려동물 동반 가능(실내 케이지나 가방 필수)",가능,0.0,11:00~19:00,매주 화요일,카페라테,바닐라라테 / 카라멜 마끼아또 / 에스프레소 등,,,,,,카페
2851274,UDA,63571.0,,070-7757-0000,제주특별자치도 서귀포시 속골로 13-7 ,33.24105624,126.5285397,UDA(유디에이)는 서귀포여자고등학교 근처 바닷가에 있다. 넓은 마당에 빈백이 놓인 대형 오션뷰 카페이며 브런치 카페이자 갤러리 카페이다. 카페에서는 범섬이 보이고  갤러리에서는 기획전시나 때때로 음악회가 열리며 대관도 가능하다. 전시 스케줄과 카페 소식은 인스타그램을 통해 확인할 수 있다. 곳곳에 포토존이 많아 사진찍기를 좋아하는 여행자들이 많이 찾는다. 2층 루프탑에서 보이는 하트모양 야자수도 인상적이다. 주변 여행지로 법환포구  외돌개  서귀포칠십리시공원 등이 있다.,가능,0.0,10:30~19:00,매주 목요일,콥샐러드 UDA/몬테크리스토샌드위치,브런치 UDA/제주 톳 파스타 샐러드<br>UDA 라떼/치킨토마토스튜/크림슨펀치,,,,,,카페
2851565,쪼끌락,63357.0,,010-9066-3436 / 0507-1412-3436,제주특별자치도 제주시 김녕로21길 21 ,33.55784152,126.7553156,쪼끌락카페는 김녕해수욕장 근처에 있다. 돌하르방 모양의 초콜릿 얼음을 우유로 녹여 먹는 돌하르방 초코라떼가 유명하며 김녕 바다를 표현한 김녕라떼  돌하르방아포가토도 인기메뉴이다. 내부는 해녀의 고무옷  태왁  오래된 음료수병  문갑과 소반 등 빈티지한 물건으로 가득하고  음료를 해변 방향으로 놓고 사진찍기도 좋다. 근처 여행지로 세기알 해변  김녕항  삿갓오름 등이 있다.,가능 (무료),0.0,10:30~18:30 (18:00 라스트오더),매주 수요일,돌하르방아포카토,김녕라테 / 돌하르방라테 / 노을라테 등,,,,,,카페
2851643,모뉴에트,63364.0,,010-5746-5316,제주특별자치도 제주시 종달동길 23 ,33.49148735,126.9022877,모뉴에트는 제주 구좌읍 종달리에 있다. 내부에 적힌 ‘음악을 사랑하는 아빠가 만든 공간’이라는 문구처럼 다양한 음반  CD  카세트테이프가 있다. 대표 메뉴는 카넬레에 럼주 대신 한라산소주를 넣어 만든 한라산 카넬레로 겉은 바삭  속은 촉촉하다. 이곳은 여행자들에게 인기가 좋아 테이블 예약제로 운영하고 있으며 준비한 카넬레 소진 시 조기 마감할 수 있다. 마감 일정은 인스타그램으로 확인할 수 있다. 근처에 지미봉  하도 해수욕장  두산봉 등이 있어 연계 관광이 수월하다.,가능,0.0,11:00~19:00 (라스트오더 18:15),매주 수요일,한라산까눌레,모뉴에트라테 / 아메리카노 / 천혜향 풋귤 에이드 등,,,,,,카페
2852187,카페브리프,63058.0,,064-711-5507,제주특별자치도 제주시 광성로 76 ,33.45837211,126.4156862,카페 브리프는 제주시 애월읍 고성리에 있는 디저트 카페다. '경험과 취향을 판매하고 분위기를 제공한다'는 모토로 비주얼 좋은 음료와 베이커리 키트를 판매한다. 대표 메뉴는 접시 대신 나무 박스에 선물처럼 나오는 브리프 디저트 박스인데 하루 40세트만 판매한다. 그 외에도 앙버터 키트  브리프 모닝이 있어 취향에 따라 직접 만들어 먹는 재미가 있다. 매장 한편에는 다양한 굿즈를 전시 판매하고 일정 요금을 지불하면 4컷 사진도 매장 안에서 찍고 출력할 수 있다. 푸른 잔디가 깔린 정원과 귤나무 앞도 좋은 포토존이다  근처 여행지로 항파두리항몽유적지가 있다.,가능 <br>요금 (무료),0.0,10:00 ~18:00 (라스트 오더 17:30),매주 수요일,브리프디저트박스,타코야끼 키트 / 레터링 케이크 / 스모어 / 키리모찌 키트,,,,,,카페
2852311,골목카페옥수,63037.0,,010-5520-6516,제주특별자치도 제주시 소길1길 19 ,33.43977082,126.3799286,"골목카페옥수는 소길리종합복지회관 근처 골목 안쪽에 있다. 할머니 옛집을 개조하여 카페를 운영하고 있으며 작은 마당에는 귤나무와 꽃들이 있고  검은 개 모모가 반긴다. 오래된 카펫  자개장 문을 뜯어 만든 테이블  할머니 빗자루  모티브 가방 등 빈티지한 소품이 오래된 집과 조화를 이룬다. 당일 만든 에그타르트가 유명하며 시그니처인 할매라떼는 미숫가루와 에스프레소를 섞은 진한 음료이다. 주변 여행지로 상가리야자숲  고내봉이 있다.
※ 반려동물 동반 불가",가능 (소길리종합복지회관) <br>요금 (무료),0.0,11:00~18:00 (라스트오더 17:30),매주 금요일,할매라떼,옥수페너 / 소길에이드 / 아메리카노 / 제주말차라떼 / 에그타르트 등,,,,,,카페
2852520,커피스케치,63528.0,,0507-1402-1228,제주특별자치도 서귀포시 사계남로216번길 24-32 네덜란드엿보기전시관 ,33.23340092,126.3133002,커피스케치는 서귀포 사계 용머리해안 매표소 옆에 있다. 뒤편으로는 산방산이 보이고  바다 방향으로는 형제섬이 보이며  카페 안팎은 제주다운 돌담과 나무창틀  문과 서까래  소라껍데기 등을 이용해 깔끔하게 꾸몄다. 바다를 향해 열린 창으로 액자사진을 찍을 수 있으며 항아리에 담긴 아포가토(항포가 토)  오븐에 구운 바스크 치즈케이크 등 시그니처 메뉴를 맛볼 수 있다. 주변 여행지로 용머리해안  산방산  사계항 등이 있다.,불가능<br>※ 용머리해안 공영주차장 이용,0.0,10:00~17:30 (라스트오더 17:00),연중무휴,항포가토,스케치브라운 / 브라운치즈크로플 / 아메리카노 / 오미자에이드 등,,,,,,카페
