ID,명칭,우편번호,관리자,전화번호,주소,위도,경도,개요,문의 및 안내,규모,좌석수,주차 시설,어린이놀이방,개업일,영업시간,쉬는날,대표메뉴,취급메뉴,할인정보,금연/흡연,신용카드정보,포장가능,예약안내,상세정보,인허가번호
1984252,새둥지,63208,새둥지,064-753-4868,제주특별자치도 제주시 동광로4길 11 ,33.500674823,126.5317362966,새둥지는 제주시청 인근에 있는 한식 전문 음식점이다. 새둥지에서는 추어탕  보쌈  물회가 대표 요리로 유명하다.,064-753-4868,,,불가능,0,,10:00~21:00,매주 일요일 (전화문의),추어탕 / 보쌈,추어탕 / 보쌈 / 자리물회 / 한치물회 외,,모두 금연석,없음,,전화 예약 문의 (064-753-4868),,19930627064.0
1984276,오늘은 회,63538,오늘은 회,064-738-2400,제주특별자치도 서귀포시 예래로 468 ,33.2353460127,126.3684231092,대평리 인근에 위치한 해산물 전문 음식점으로 인근에는 예래포구가 있으며  한치회  소라회  쥐치조림  매운탕 등 다양한 해물요리를 제공한다.,064-738-2400,,,가능,0,,10:00~22:00 (브레이크타임 15:00~17:00 / 라스트오더 21:00),매주 화요일,모둠회,고등어회 / 갈치회 / 고등어조림 등,,모두 금연석,가능,,전화 예약 문의 (064-738-2400),,20140631025.0
1984286,용두암해촌,63150,용두암해촌,064-742-1516,제주특별자치도 제주시 서해안로 614 ,33.5169642249,126.5027606683,제주 용담포구 인근에 위치한 해물요리 전문점이다. 인근에 용수암해수랜드  용담레포츠공원이 있으며  용두암해촌에서는 갈치조림  고등어조림  고등어구이  갈치구이  해물전골  매운탕 등 다양한 해물 요리를 제공한다. 인원수대로 세트메뉴가 제공되고 있어 단체 식사를 하기에도 좋다.,064-742-1516,,,가능(30대),0,,07:30~21:00<br>(주문 마감 20:15),매주 수요일,뼈없는 갈치조림,뼈없는 갈치조림 / 통갈치구이 / 전복해물뚝배기 / 성게미역국 외,,모두 금연석,가능,,전화 예약 문의 (064-742-1516),,20090627452.0
2359168,안거리 밖거리,63596,안거리 밖거리,064-763-2552,제주특별자치도 서귀포시 솔동산로 6-1 ,33.2442786707,126.5640615038,"서귀포 이중섭거리 근처에 위치한 안거리밖거리는 푸짐한 제주도식 밥상으로 유명하다. 밥과 국을 포함한 돔베고기  옥돔구이  된장 찌개  계란 찜  등 15가지 반찬을 제공한다. 푸짐한 데다 깔끔한 맛의 한식을 제공하기 때문에 여행객은 물론  서귀포 현지인들도 즐겨찾는 식당 중 하나이다.

(출처 : 제주 문화관광 홈페이지)",064-763-2552,,,가능,0,,"08:30~20:40 (휴식시간 15:30~17:00, 주문 마감 20:00)",비정기 휴일 (방문 전 전화 요망),정식,정식 / 비빔밥 / 돔베고기 / 옥돔구이 외,,모두 금연석,가능,,전화 예약 가능 (064-763-2552),,19970631069.0
2499713,송당나무,63355,송당나무,010-9364-2819,제주특별자치도 제주시 구좌읍 송당5길 68-140 ,33.4769510167,126.7890922698,송당나무는 넓은 정원에서 꽃을 감상할 수 있는 가드닝 카페로 제주시 구좌읍 송당리에 위치해 있다. 강수량이 많은 송당리는 식물이 자라기 좋은 환경으로 귤 농사 대신 조경수 재배를 많이 하는 동네로 알려져 있다. 허브  야자나무  선인장 등 온갖 식물이 가득한 온실이나 1 600여평 규모의 야외 정원에서 에이드  커피 등 차 한 잔을 즐기며 여유를 느낄 수 있다. 반려동물 동반이 가능하고 케이지나 전용 가방을 지참할 경우 실내도 입장할 수 있다. 비정기적으로 가드닝 수업을 진행하며 카페 공식 사이트에서 확인할 수 있다.,010-9364-2819,,,가능 (소형 10대),0,,10:00~18:00,연중무휴,한라봉에이드,커피류 / 차(tea) / 티라미수 / 치즈 케이크 등,,모두 금연석,가능,,,"화장실:있음 (남/녀 구분)

",20160628813.0
2561776,르 쉬느아,63522,르 쉬느아,064-908-1240,제주특별자치도 서귀포시 안덕면 신화역사로304번길 38 ,33.3049513971,126.3164038528,세계적인 중식 셰프로 제주신화월드 중식 총괄셰프 알란 찬 웨이 룬(Alan Chan Wai Lun  陳偉倫)이 30년 조리 노하우를 담아 낸 정통 중식의 진수를 만나보시길 바란다. ‘르 쉬느아’는 최상의 식재료를 이용하여 중국 본토의 맛을 선보일 뿐만 아니라  한국인에 적절하게 어울리는 음식을 선보인다.  제주 원산지의 재료를 기반으로 하여 재료 본연의 특색 또한 잘 살렸다. 특히  오독오독 씹히는 맛이 일품인 제주 특산의 전복을 메인으로 한 요리는 ‘르 쉬느아’의 대표 요리라 볼 수 있다.  친근한 중식을 통해 제주의 중국을 느껴보기 바란다. 웍에서 뿜어져 나오는 열기가 느껴지는 오픈 키친 앞에 서면 오감으로 식도락을 즐길 수 있다.,0507-1395-1434,,,가능,1,,주중 12:00 ~ 21:00 (브레이크타임 14:30 ~ 17:30 / 점심 라스트오더 14:00 / 저녁 라스트오더 21:00)<br>주말 11:30 ~ 21:30 (브레이크타임 14:30 ~ 17:30 / 점심 라스트오더 14:00 / 저녁 라스트오더 21:00),연중무휴,북경 오리 한마리,북경 오리 반마리 / 딤섬 / 홍콩식 새우 부추 장펀 / 흑돼지 물만두 등,,모두 금연석,가능,가능,전화 예약 문의 (064-908-1240),"부대시설:공용주차장 / 화장실 / 무료 WIFI / 흡연구역 / 편의점 / 음료대 / 유도 및 안내 시설 / 경보 및 피난 시설
",20180624060.0
2561777,제주선,63522,제주선,064-908-1260,제주특별자치도 서귀포시 안덕면 신화역사로304번길 38 메리어트관 제주신화월드 호텔앤리조트 G층,33.3049513971,126.3164038528,메리어트관 제주신화월드에 위치한 한식 전문점이다. 제주신화월드 메리어트 리조트관 G층에 위치한 제주선에서는 제주의 제철 식재료로 선보이는 정갈한 한식을 제공한다. 제주선 특선 메뉴에서는 가을의 향을 머금은 자연 송이 버섯과 부드러운 육질의 고소한 향미가 어우러지는 1++ 채끝 등심 구이를 선보인다 . 명인이 직접 빚은 고소리술과 같은 제주 전통주도 함께 만나볼 수 있다.,064-908-1260,,,가능,1,,11:30~21:00 (브레이크타임 14:30~17:30 / 라스트오더 20:30),,선 한정식 차림,통갈치구이 / 보말전복죽 / 전복 성게 미역국 등,,모두 금연석,가능,가능,전화 예약 문의 (064-908-1240),"부대시설:공용주차장  화장실  무료 WIFI  흡연구역  편의점  음료대  유도 및 안내 시설  경보 및 피난 시설  노키즈존  유아 의자
",20180624061.0
2561793,엠 라운지,63522,엠 라운지,064-908-1205,제주특별자치도 서귀포시 안덕면 신화역사로304번길 38 ,33.3049513971,126.3164038528,엠 라운지는 메리어트 리조트관 G층에 위치한 라운지 카페로 비즈니스 등 다양한 목적을 위한 안락하고 품격 있는 공간을 제공한다. 제주 원산지 재료로 만든 케이크와 페이스트리가 인기 메뉴이며 애프터눈 티 세트 및 칵테일  와인 등의 주류도 준비되어 있다. M-lounge 시그니처 랍스터 칵테일과는 잘 어울리는 치즈를 곁들인 파니니를 추천한다. 캐주얼하면서도 우아한 엠 라운지는 라이브 공연과 함께 한 잔의 커피와 마티니를 마시며 휴식을 취할 수 있는 공간이다.,0507-1402-1434,,,가능,1,,13:00~23:00 (주문 마감 22:00),연중무휴,아인슈페너 / 제주 당근 케이크,아인슈페너 / 제주 당근 케이크 / 한라봉 오렌지 초콜렛 무스 / 우도땅콩 버터 무스 / 칵테일 등,,모두 금연석,가능,가능,전화 예약 문의 (064-908-1250),"부대시설:공용주차장  화장실  무료 WIFI  흡연구역  편의점  음료대  유도 및 안내 시설  경보 및 피난 시설  노키즈존  유아 의자
",20180624110.0
2563236,[백년가게]향원복집,63596,향원복집,064-762-2341,제주특별자치도 서귀포시 부두로 43 ,33.2411790255,126.5648726139,"[중소벤처기업부 2018년도 ‘백년가게’로 선정] <br>
제주 대표 복요리 전문점으로 1966년 개업 후 아들이 대를 이어 52년간 운영 중이다. 매일 한림항에 들어오는 참복만을 이용해 요리한다. 복 국  복 불고기 등 다양한 복 요리를 즐길 수 있다. 제주에서만 맛볼 수 있는 참복회를 대표 메뉴로 영업 중에 있다.",064-762-2341,,,주차가능,0,,08:30~21:30,,복 회,복 회 / 복 탕 / 메밀묵국,,흡연실 따로 있음,가능,전메뉴 포장가능,전화 예약 가능(064-762-2341),"화장실:업소내 위치
",19760631006.0
2654153,나니아레스토랑,63538,나니아레스토랑,064-801-9078,제주특별자치도 서귀포시 예래로396번길 13-33 ,33.238017998,126.3721032863,트립어드바이저에서 방문 1위 레스토랑이다. 대표메뉴는 카르파초이다. 제주특별자치도 서귀포시에 있는 양식당이다.,064-801-9078,,,가능,0,,"07:00 ~ 22:00 (브레이크타임 10:30 ~ 12:00, 16:30 ~ 17:00 / 라스트오더 20:30)",,베이힐 디너코스 / 샤퀴테리 박스,,,금연,없음,,가능,,20160631907.0
2737284,커피프렌즈촬영지,63521,,,제주특별자치도 서귀포시 안덕면 중산간서로 2026 ,33.2886863834,126.3072216792,커피 프렌즈 촬영지는 2019년 tvN에서 방영했던 커피 프렌즈 실제 촬영 장소를 브런치 카페로 계속 영업 중인 곳이다. 방송국 촬영 장소답게 예쁘게 잘 꾸며져 있으며 방송에 나왔던 백종원 레시피로 탄생한 브런치 메뉴들이 모두 인기가 좋다. 방송가에 절친한 친구로 알려진 배우 유연석과 손호준이 제주도 감귤농장을 카페로 개조해 운영하며 매출을 기부하는 형식의 예능프로그램으로 시청자들의 호감이 높아서인지 카페 이름을 커피 프렌즈 촬영지라고 그대로 사용하고 있다.,064-794-9891,,,주차가능,0,,10:00 - 19:00 (라스트오더 18:30),매주 화요일,아메리카노,아메리카노 / 더치커피 / 카페라떼 / 미숫가루 라떼 / 우유에 빠진 귤 외,,,가능,가능,전화 예약,"화장실:가능 (남녀 구분)
",20190624314.0
2738653,토토아뜰리에,63057,,,제주특별자치도 제주시 애월읍 고성북길 112 ,33.4698485725,126.4131000861,토토아뜰리에는 셀프쿠킹 체험을 할 수 있는 카페 겸 요리체험 공간이다. 성인을 위한 쿠킹 랩과 아이를 위한 쿠킹 랩이 따로 운영되고 있어  아이들  성인 모두가 즐겁게 체험을 할 수 있는 곳이다. 또한  자체적으로 텃밭을 가꾸고 있어 이곳의 식재료를 이용해 음식을 만들어볼 수 있다. 치킨  라자냐  쿠키  베이킹 등 다양한 음식 체험 활동을 할 수 있다. 쿠킹 체험을 할 수 있는 공간과 함께 카페도 운영하고 있어 여유롭게 티타임을 즐기기에도 좋다. 건물의 벽면이 모두 통유리로 되어있어 밖의 전경을 바라보며 여유로운 시간을 가질 수 있다. 카페 밖에는 아이들이 뛰어놀 수 있는 공간이 있어 가족과 함께 가기 좋다. 요리하는 모습을 전담 포토그래퍼가 촬영해 준다. 체험시간 : 약 50분 (체험시작시간 10:00  11:00  13:30  14:30  15:30  16:30),064-745-7676,,,가능,0,,10:00 ~ 18:00 (휴게시간 12:20~13:00),매주 월요일,[48개월 ~ 10세] 제주메밀초계탕면&제주돼지고기만두,[11세 ~ 성인] 안심스테이크&리조또 / 제주통메밀들기름막국수&떡갈비 / 제주말차바스크케익 / 제주귤마카롱 / 제주통밀 당근파운드케이크 / 제주통밀 귤머랭파이,,,가능,가능,전화 예약,"부대시설:무선 인터넷
화장실:있음(남녀 구분)
",20190621627.0
2755045,거멍국수,63528,,,제주특별자치도 서귀포시 안덕면 사계로114번길 53-14 ,33.244416229,126.3044173509,제주도의 대표적 명소로 환상적인 경치를 자랑하는 산방산 근처에 있는 거멍국수에서는 독특한 파프리카 면과 깊은 맛을 내는 육수가 어우러진 고기국수를 맛볼 수 있다. 적당한 가격대와 국내산 재료만 사용하는 곳이며 파프리카를 이용해 직접 만든 면으로 국수를 만드는 게 특징이다. 신선한 채소와 수족관에서 바로 잡은 광어로 손질한 회가 가득 올라가 양념장과 함께 새콤달콤한 맛으로 입맛을 사로잡는 회국수 또한 인기가 많다. 깔끔한 외부만큼 식당 내부도 넓고 쾌적하고 주차장도 넓다. 그래서 가족모임이나 단체 회식장소로 좋다. 한 사람이 앉기 좋은 바 테이블도 있다. 어린이를 위한 편의 시설까지 갖추고 있어서 유아  어린이를 동반한 손님들도 편하게 식사를 할 수 있다. 특히 창밖으로 보이는 산방산 뷰가 정말 좋다.,064-792-8787,,,가능<br>요금 (무료),0,,08:30~19:00 (라스트오더 18:30),매주 화요일,고기국수,회국수 / 성게국수 / 전복성게국수 / 계란국수 / 모듬만두 등,,,가능,불가,064-792-8787,"부대시설:주차장  화장실

화장실:있음 (남/녀구분)

",
2755053,가람돌솥밥,63544,,,제주특별자치도 서귀포시 중문관광로 332 (대포동),33.2496843087,126.431317334,중문관광로에 있는 가람돌솥밥은 어릴 적 해녀이신 어머니가 물질하여 따온 신선한 재료를 얹어 주시던 기억이 생생해 그 정성과 마음을 담아 어머니의 마음을 나누려고 2003년에 문을 열었다. 깔끔한 밑반찬과 성게미역국 인기가 좋으며 모든 상차림에 전복 또는 활어회가 제공된다. 해물돌솥밥을 마가린과 간장에 비벼 먹을 수 있도록 준비해 둔 코너가 인상적이며  친절한 사장님과 직원들이 항상 웃으며 응대한다. 서귀포에서 든든하게 아침밥을 챙겨 먹기 좋은 곳이다.,064-738-1200,,,가능,0,,08:30~21:00 (브레이크타임 16:00~17:00 / 라스트오더 20:30),연중무휴,전복돌솥밥,성게전복돌솥밥 / 전복해물뚝배기 등,,,가능,가능,,"화장실:있음 (남/녀구분)

부대시설:단체석  아기의자  주차   무선 인터넷 

",
2755445,드르쿰다in성산,63641,,,제주특별자치도 서귀포시 성산읍 섭지코지로25번길 64 ,33.4444983695,126.9191261882,드르쿰다in성산은 광치기 해변에서 차로 2분 거리에 위치해 접근성이 좋고  부근에 유명한 관광지들이 밀접해있어 인프라가 좋아 여행 중 들르기 좋은 명소이다. 넓은 부지에 이국적으로 꾸며 놓은 잔디 광장  돌담으로 만들어놓은 성과 추억을 되살리는 회전목마가 눈길을 끈다. 스튜디오를 연상케 하는 실내공간에서는 인생샷을 찍기 좋고  다양한 테마의 카라반을 예약하여 내부에서 파티  보드게임을 해보는 것도 추천한다. 낮엔 디즈니  밤엔 라라랜드 느낌으로 변하는 대형 스튜디오에서 소중한 사람들과 추억을 남기고 성산일출봉 뷰의 프라이빗 한 드르쿰다 해변에서 일광욕도 즐겨보자.,064-901-2198,,,가능,0,,09:00~21:00 (입장마감 19:00 / 푸드주문마감 18:30 / 라스트오더 20:00),연중무휴,일출망고주스,우도 땅콩 크림커피 / 화산송이 말차라떼 / 제주 한라봉에이드 / 한라봉홍차케이크 등,,,가능,가능,가능,"화장실:가능 (남녀구분)
",20160631706.0
2755454,섭지코지로,63641,,,제주특별자치도 서귀포시 성산읍 섭지코지로 43 ,33.4385046231,126.921348356,서귀포시 성산읍 신양리 해안에 돌출된 섭지코지는 한적함과 낭만적인 멋이 풍기니 소풍 나온 기분으로 산책하기 좋은 관광지이다. 제주 섭지코지로 43에 위치한 섭지코지로는 딱새우 맛집으로 유명하다. 아담한 공간이라 자리는 협소하나 별채가 있어 피크타임만 피한다면 웨이팅 없이 식사가 가능하고 대표 메뉴는 딱새우회와 고등어회 세트 메뉴이며 싱싱한 회에 노릇한 옥돔구이와 감칠맛 나는 새우머리 라면까지 포함되어 있어 푸짐한 한 상이 나온다. 모든 메뉴는 포장이 가능하고 근처에 코지 펍을 함께 운영 중이다. 아울러 섭지코지 인근의 제주민속촌과 우도 등도 함께 둘러보면 좋다.,0507-1422-1336,,,가능,0,,12:00~22:00 (브레이크타임 15:00~17:00 / 점심 라스트오더 14:00 / 저녁 라스트오더 21:00),매주 화요일,딱고세트,딱새우회 / 고등어회 / 활모듬회 등,,,가능,가능,064-782-3450,"화장실:있음 (남/녀구분)
부대시설:단체석  아기의자  주차   무선 인터넷
",20160631285.0
2755458,중문칠돈가,63534,,,제주특별자치도 서귀포시 중문관광로 8 (색달동),33.2574915152,126.4144741763,칠돈가 중문점은 넓은 주차장과 여유 있는 실내 공간에서 최고의 제주산 흑돼지와 백돼지를 두툼한 근고기로 맛볼 수 있다. 기본 2인 기준으로 600g씩 판매하며 고기 추가 시 300g씩 주문이 가능하다. 반찬과 야채는 셀프 리필이 가능한 코너가 마련되어 있고 숙련된 솜씨로 노릇노릇 잘 구운 고기를 먹기 좋게 잘라주는 종업원들 실력이 인상적이다. 쫄깃쫄깃한 흑돼지구이 한 점을 멜젓에 찍어 우도땅콩막걸리 한잔 곁들이면 여행의 피로가 눈 녹듯 사라진다. 중문 관광단지 사거리에서 한라산 방향 200미터쯤에 있으며 브레이크타임 후 바로 방문하면 대기 줄이 길지 않다.,064-738-1191,,,가능<br>요금 (무료),0,,13:00~21:50 (브레이크타임 15:30~17:00 / 라스트오더 21:10),매주 수요일,제주산 흑돼지 근고기,백돼지 근고기 / 김치찌개 등,,,가능,불가,064-738-1191,"화장실:있음 (남/녀 구분)
부대시설:단체석  발렛파킹  대기실  무선 인터넷 
",20170631449.0
2756100,오전열한시,63534,,,제주특별자치도 서귀포시 상예로 248 ,33.2667762829,126.3942757212,서귀포시 중문에 있는 오전 열한 시는 퓨전 한식을 만드는 곳이다. 메뉴는 남녀노소 누구나 좋아할 만한 육쌈 동치미  전복 볶음밥  간장 새우밥이 딱 세 메뉴이다. KBS 배틀트립 신화 편(108회)에 나와 웨이팅이 다소 길 수 있지만  매장을 둘러싼 야자수  나무  꽃들 사이로 놓인 벤치에서 기분 좋게 사진 찍으며 기다릴 만하다. 시원한 동치미 국수에 돼지고기를 싸 먹거나 3일 숙성한 간장새우에 참기름 고소한 덮밥을 먹거나 땅콩소스를 곁들인 전복 볶음밥을 먹으며 하루를 만끽해 보자. 간장새우밥에 고추냉이를 얹어 먹으면 더 맛있다고 한다.,0507-1307-5576,,,가능 (무료),0,,10:00~17:00 (16:20 라스트오더)<br>※재료 소진 시 조기 마감,매주 수요일,육쌈동치미,전복볶음밥 / 간장새우밥 등,,,가능,가능,0507-1307-5576,"부대시설:야외 좌석  무선 인터넷

화장실:있음 (남녀구분)

",20170631470.0
2758836,경미네집 / 경미휴게소,63643,,,제주특별자치도 서귀포시 성산읍 일출로 259 ,33.4612828593,126.9334967787,제주의 대표적인 관광 명소인 성산 일출봉 근처에 있는 경미네 집은 제대로 된 간판도 없이 입소문만으로 유명해진 식당이다. 이 집의 해물 라면은 양은 냄비에 투박하게 끓여 나오는데 싱싱한 문어와 오징어  조개가 가득 들어있으면서도 저렴한 가격으로 실속 있게 음식을 즐길 수 있다. 인원수대로 라면을 주문하면 밥은 서비스로 나온다. 아삭아삭한 김치와 함께 먹으면 시원함이 배가 된다. 성게가 가득 올라간 성게 밥과 바로 조리하여 쫀득한 식감이 좋은 전복죽도 일품이다. 오래된 분식집처럼 정감 있는 곳에서 맛보는 따뜻한 음식들이 마음마저 따뜻하게 한다.,064-782-2671,,,불가,0,,08:30~16:00,매주 월요일,해물라면,성게밥 / 전복죽 / 해물모둠 등,,,가능,가능,,"부대시설:무선 인터넷  아기 의자  주차장  화장실

",
