id,name,category,theme,address,address_detail,lat,lng,tags,description,main_menu,sub_menus,opening_hours,closed,phone
KCLANPO23N000001769,관음사지구야영장,관광지,야영장,제주특별자치도 제주시 오등동 nan 산180-3,산록북로 588,33.42163673,126.5510624,"['제주', '야영장']",,없음,[],정보 없음,정보 없음,
KCLANPO23N000002014,대정성지,관광지,유명사적/유적지,제주특별자치도 서귀포시 대정읍 동일리 10,nan nan,33.25413921,126.2611003,"['유명사적', '제주', '유적지']",,없음,[],정보 없음,정보 없음,
KCLANPO23N000002025,동굴유적지,관광지,유명사적/유적지,제주특별자치도 서귀포시 색달동 nan nan,nan nan,33.2416176,126.4003108,"['유명사적', '제주', '유적지']",,없음,[],정보 없음,정보 없음,
KCLANPO23N000002125,쌍용굴,관광지,유명사적/유적지,제주특별자치도 제주시 한림읍 협재리 2600,nan nan,33.38653688,126.2405695,"['유명사적', '제주', '서부지역', '유적지']",,없음,[],정보 없음,정보 없음,
KCLANPO23N000002188,원당사지,관광지,유명사적/유적지,제주특별자치도 제주시 삼양일동 nan 696,nan nan,33.52936167,126.5985287,"['유명사적', '제주', '유적지']",,없음,[],정보 없음,정보 없음,
KCLANPO23N000002233,정난주마리아묘,관광지,유명사적/유적지,제주특별자치도 서귀포시 대정읍 동일리 10,nan nan,33.25413921,126.2611003,"['유명사적', '제주', '유적지']",,없음,[],정보 없음,정보 없음,
KCLANPO23N000002239,제주성지,관광지,유명사적/유적지,제주특별자치도 제주시 이도일동 nan 1437-6,nan nan,33.51018776,126.5254974,"['유명사적', '제주', '유적지']",,없음,[],정보 없음,정보 없음,
KCLANPO23N000002332,황금굴,관광지,유명사적/유적지,제주특별자치도 제주시 한림읍 협재리 2600,nan nan,33.38675247,126.2416227,"['유명사적', '제주', '서부지역', '유적지']",,없음,[],정보 없음,정보 없음,
KCLANPO23N000002830,성읍민속마을,관광지,고택/생가/민속마을,제주특별자치도 서귀포시 표선면 성읍리 820-1,성읍서문로 14,33.38687552,126.8000524,"['민속마을', '고택', '남부지역', '제주', '생가']",,없음,[],정보 없음,정보 없음,
KCLANPO23N000002980,성읍민속마을정의향교,관광지,서원/향교/서당,제주특별자치도 서귀포시 표선면 성읍리 820-1,성읍서문로 14,33.38664278,126.7999818,"['서원', '남부지역', '제주', '서당', '향교']",,없음,[],정보 없음,정보 없음,
KCLANPO23N000003245,대유수렵장,관광지,일반유원지/일반놀이공원,제주특별자치도 서귀포시 상예동 nan 144,상예로 381,33.27799468,126.3946809,"['일반유원지', '제주', '일반놀이공원']",,없음,[],정보 없음,정보 없음,
KCLANPO23N000003310,서귀포유람선,관광지,일반관광지,제주특별자치도 서귀포시 서홍동 nan 707-5,남성중로 40,33.23924976,126.5585769,"['일반관광지', '제주']",,없음,[],정보 없음,정보 없음,
KCLANPO23N000003472,남원큰엉해안경승지,관광지,일반관광지,제주특별자치도 서귀포시 남원읍 남원리 175012,태위로 522-17,33.27342488,126.7039728,"['남부지역', '일반관광지', '제주']",,없음,[],정보 없음,정보 없음,
KCLANPO23N000003487,대유랜드,관광지,유명관광지,제주특별자치도 서귀포시 상예동 nan 144,상예로 381,33.27773158,126.3953294,"['제주', '유명관광지']",,없음,[],정보 없음,정보 없음,
KCLANPO23N000003543,사려니숲길,관광지,일반관광지,제주특별자치도 제주시 봉개동 nan 산78-1,명림로 584,33.42295149,126.6260616,"['일반관광지', '제주']",,없음,[],정보 없음,정보 없음,
KCLANPO23N000003544,새별오름관광타운,관광지,유명관광지,제주특별자치도 제주시 애월읍 봉성리 4554,평화로 1529,33.36273737,126.3626043,"['제주', '서부지역', '유명관광지']",,없음,[],정보 없음,정보 없음,
KCLANPO23N000003551,섭지코지,관광지,유명관광지,제주특별자치도 서귀포시 성산읍 고성리 127-2,섭지코지로 107,33.4302398,126.9280752,"['동부지역', '제주', '유명관광지']",,없음,[],정보 없음,정보 없음,
KCLANPO23N000003565,수월봉약수터,관광지,일반관광지,제주특별자치도 제주시 한경면 고산리 640332,노을해안로 1032-20,33.30087452,126.1673435,"['일반관광지', '제주', '바다 전망']",,없음,[],정보 없음,정보 없음,
KCLANPO23N000003601,용머리해안,관광지,유명관광지,제주특별자치도 서귀포시 안덕면 사계리 112-3,nan nan,33.23215622,126.3147159,"['제주', '유명관광지']",,없음,[],정보 없음,정보 없음,
KCLANPO23N000003604,용연,관광지,유명관광지,제주특별자치도 제주시 용담일동 nan 248823,nan nan,33.51454913,126.514813,"['제주', '유명관광지']",,없음,[],정보 없음,정보 없음,
KCLANPO23N000003606,우도잠수함,관광지,유명관광지,제주특별자치도 서귀포시 성산읍 성산리 347-9,성산등용로 130-19,33.47289331,126.9336716,"['동부지역', '제주', '유명관광지']",,없음,[],정보 없음,정보 없음,
KCLANPO23N000003607,우도팔경유람선,관광지,유명관광지,제주특별자치도 서귀포시 성산읍 성산리 347-9,성산등용로 130-19,33.47293593,126.933723,"['동부지역', '제주', '유명관광지']",,없음,[],정보 없음,정보 없음,
KCLANPO23N000003609,제주월드컵경기장워터월드,관광지,유명관광지,제주특별자치도 서귀포시 법환동 nan 914,월드컵로 33,33.24535278,126.5089752,"['제주', '유명관광지']",,없음,[],정보 없음,정보 없음,
KCLANPO23N000003611,유채꽃사진촬영소,관광지,유명관광지,제주특별자치도 서귀포시 성산읍 고성리 270,nan nan,33.45480087,126.9250737,"['동부지역', '제주', '유명관광지']",,없음,[],정보 없음,정보 없음,
KCLANPO23N000003634,유채꽃재배단지,관광지,유명관광지,제주특별자치도 서귀포시 성산읍 고성리 270,nan nan,33.45480924,126.9250877,"['동부지역', '제주', '유명관광지']",,없음,[],정보 없음,정보 없음,
KCLANPO23N000003639,제주목관아지,관광지,유명사적/유적지,제주특별자치도 제주시 삼도이동 nan 15766,nan nan,33.51408462,126.5221291,"['유명사적', '제주', '유적지']",,없음,[],정보 없음,정보 없음,
KCLANPO23N000003641,제주조각공원,관광지,유명관광지,제주특별자치도 서귀포시 안덕면 덕수리 산27,일주서로 1836,33.25189543,126.3229808,"['제주', '유명관광지']",,없음,[],정보 없음,정보 없음,
KCLANPO23N000003651,해적잠수함,관광지,일반관광지,제주특별자치도 제주시 한경면 고산리 627032,노을해안로 1143,33.30796989,126.1640833,"['일반관광지', '제주', '바다 전망']",,없음,[],정보 없음,정보 없음,
KCLANPO23N000003684,하멜기념비,관광지,유명관광지,제주특별자치도 서귀포시 안덕면 사계리 112-3,nan nan,33.23551312,126.3145576,"['제주', '유명관광지']",,없음,[],정보 없음,정보 없음,
KCLANPO23N000003702,제주드림랜드승마카트클럽,관광지,유명관광지,제주특별자치도 제주시 애월읍 봉성리 4554,평화로 1529,33.36250662,126.3637526,"['제주', '서부지역', '유명관광지']",,없음,[],정보 없음,정보 없음,
KCLANPO23N000003779,선녀와나무꾼테마공원,관광지,일반유원지/일반놀이공원,제주특별자치도 제주시 조천읍 선흘리 1997,선교로 267,33.4788573,126.703469,"['일반유원지', '제주', '일반놀이공원']",,없음,[],정보 없음,정보 없음,
KCLANPO23N000003928,명도암휴양목장명도암관광농원,관광지,관광농원/허브마을,제주특별자치도 제주시 봉개동 nan 848-49,nan nan,33.46495069,126.6099151,"['허브마을', '제주', '관광농원']",,없음,[],정보 없음,정보 없음,
KCLANPO23N000004005,명도암휴양목장,관광지,일반관광지,제주특별자치도 제주시 봉개동 nan 848-49,nan nan,33.46495763,126.6104295,"['일반관광지', '제주']",,없음,[],정보 없음,정보 없음,
KCLANPO23N000004042,서귀포잠수함,관광지,일반관광지,제주특별자치도 서귀포시 서홍동 nan 707-5,남성중로 40,33.23942672,126.5586954,"['일반관광지', '제주']",,없음,[],정보 없음,정보 없음,
KCLANPO23N000004097,불새드라마촬영지,관광지,드라마/영화촬영지,제주특별자치도 서귀포시 색달동 nan 383566,nan nan,33.24500494,126.4148125,"['제주', '드라마', '영화촬영지']",,없음,[],정보 없음,정보 없음,
KCLANPO23N000004173,최남단감귤체험농장,관광지,관광농원/허브마을,제주특별자치도 서귀포시 남원읍 남원리 2019,남위남성로 164,33.29011063,126.69366,"['허브마을', '남부지역', '제주', '관광농원']",,없음,[],정보 없음,정보 없음,
KCLANPO23N000004203,최남단곤충나비체험장,관광지,관광농원/허브마을,제주특별자치도 서귀포시 남원읍 남원리 2019,남위남성로 164,33.290061,126.6937115,"['허브마을', '남부지역', '제주', '관광농원']",,없음,[],정보 없음,정보 없음,
KCLANPO23N000004251,휴애리자연생활공원,관광지,관광농원/허브마을,제주특별자치도 서귀포시 남원읍 신례리 2081,신례동로 256,33.30867001,126.6344005,"['허브마을', '남부지역', '제주', '관광농원']",,없음,[],정보 없음,정보 없음,
KCLANPO23N000004272,귤향체험농원,관광지,관광농원/허브마을,제주특별자치도 서귀포시 성산읍 수산리 279-7,nan nan,33.44432801,126.8928465,"['허브마을', '제주', '동부지역', '관광농원']",,없음,[],정보 없음,정보 없음,
KCLANPO23N000004287,동산관광농원,관광지,관광농원/허브마을,제주특별자치도 서귀포시 성산읍 수산리 279-7,nan nan,33.44432801,126.8928465,"['허브마을', '제주', '동부지역', '관광농원']",,없음,[],정보 없음,정보 없음,
KCLANPO23N000004703,고산해안도로,관광지,유명관광지,제주특별자치도 제주시 한경면 고산리 640332,노을해안로 1032-20,33.30629136,126.1642073,"['제주', '바다 전망', '유명관광지']",,없음,[],정보 없음,정보 없음,
KCLANPO23N000004834,오층석탑,관광지,보물,제주특별자치도 제주시 삼양일동 nan 696,nan nan,33.52916523,126.5982559,"['제주', '보물']",,없음,[],정보 없음,정보 없음,
KCLANPO23N000005273,의왕벚나무자생지,관광지,천연기념물,제주특별자치도 제주시 봉개동 nan 산78-1,명림로 584,33.42927827,126.6235535,"['천연기념물', '제주']",,없음,[],정보 없음,정보 없음,
KCLANPO23N000005622,관음사코스,관광지,일반관광지,제주특별자치도 제주시 오등동 nan 산180-3,산록북로 588,33.42219331,126.5495077,"['일반관광지', '제주']",,없음,[],정보 없음,정보 없음,
KCLANPO23N000005623,어리목,관광지,유명관광지,제주특별자치도 제주시 해안동 nan 산220-13,1100로 2070-61,33.39209963,126.4940964,"['제주', '유명관광지']",,없음,[],정보 없음,정보 없음,
KCLANPO23N000005624,섭지코지전망대,관광지,유명관광지,제주특별자치도 서귀포시 성산읍 고성리 127-2,섭지코지로 107,33.43093021,126.9296144,"['동부지역', '제주', '유명관광지']",,없음,[],정보 없음,정보 없음,
KCLANPO23N000005625,섭지코지유원지매표소,관광지,관광안내소/매표소,제주특별자치도 서귀포시 성산읍 고성리 127-2,섭지코지로 107,33.43044964,126.929006,"['동부지역', '매표소', '제주', '관광안내소']",,없음,[],정보 없음,정보 없음,
KCLANPO23N000005637,제주올레,관광지,일반관광지,제주특별자치도 서귀포시 안덕면 화순리 823,화순중앙로 132,33.24049677,126.3348349,"['일반관광지', '제주']",,없음,[],정보 없음,정보 없음,
KCLANPO23N000006214,버블체험장,관광지,일반관광지,제주특별자치도 서귀포시 중문동 nan 2700,중문관광로 224,33.24126629,126.4244237,"['남부지역', '일반관광지', '제주']",,없음,[],정보 없음,정보 없음,
KCLANPO23N000009842,탐라입춘굿놀이,관광지,지역축제,제주특별자치도 제주시 삼도이동 nan 15766,nan nan,33.51408462,126.5221291,"['제주', '지역축제']",,없음,[],정보 없음,정보 없음,
KCLANPO23N000009846,제주감귤축제,관광지,지역축제,제주특별자치도 서귀포시 법환동 nan 914,월드컵로 31,33.24619591,126.5080578,"['제주', '지역축제']",,없음,[],정보 없음,정보 없음,
KCLANPO23N000010019,마린파크,관광지,일반유원지/일반놀이공원,제주특별자치도 서귀포시 안덕면 화순리 823,화순중앙로 132,33.24082494,126.3346194,"['일반유원지', '제주', '일반놀이공원']",,없음,[],정보 없음,정보 없음,
KCLANPO23N000010209,카멜리아힐,관광지,식물원,제주특별자치도 서귀포시 안덕면 상창리 271,병악로 166,33.29036819,126.3696757,"['제주', '식물원']",,없음,[],정보 없음,정보 없음,
KCLANPO23N000010376,제주국제아이언맨대회,관광지,지역축제,제주특별자치도 서귀포시 색달동 nan 383566,nan nan,33.24478551,126.4145035,"['제주', '지역축제']",,없음,[],정보 없음,정보 없음,
KCLANPO23N000010408,샤려니숲길사려니숲길,관광지,일반관광지,제주특별자치도 서귀포시 표선면 가시리 산158,남조로 1487-73,33.39514531,126.6849718,"['남부지역', '일반관광지', '제주']",,없음,[],정보 없음,정보 없음,
KCLANPO23N000010458,중문관광안내소,관광지,관광안내소/매표소,제주특별자치도 서귀포시 색달동 nan 240332,중문관광로 38,33.2548394,126.4137805,"['매표소', '제주', '관광안내소']",,없음,[],정보 없음,정보 없음,
KCLANPO23N000010459,해적잠수함매표소,관광지,관광안내소/매표소,제주특별자치도 제주시 한경면 고산리 627032,노을해안로 1143,33.3080466,126.1640628,"['매표소', '제주', '관광안내소', '바다 전망']",,없음,[],정보 없음,정보 없음,
KCLANPO23N000010493,교래자연휴양림,관광지,휴양림/수목원,제주특별자치도 제주시 조천읍 교래리 산95,남조로 2023,33.44161077,126.6652411,"['휴양림', '제주', '수목원']",,없음,[],정보 없음,정보 없음,
KCLANPO23N000010515,에코랜드테마파크,관광지,일반유원지/일반놀이공원,제주특별자치도 제주시 조천읍 교래리 385-1,번영로 1278-169,33.44759341,126.6695281,"['일반유원지', '제주', '일반놀이공원']",,없음,[],정보 없음,정보 없음,
KCLANPO23N000010835,차귀도뉴파워보트,관광지,일반관광지,제주특별자치도 제주시 한경면 고산리 627002,노을해안로 1161,33.30933427,126.1651478,"['일반관광지', '제주', '바다 전망']",,없음,[],정보 없음,정보 없음,
KCLANPO23N000010836,최소리아리랑파티제주의전설,관광지,일반관광지,제주특별자치도 제주시 애월읍 어음리 3912,산록서로 18,33.38691112,126.3749683,"['일반관광지', '제주', '서부지역']",,없음,[],정보 없음,정보 없음,
KCLANPO23N000010947,제주웰컴센터,관광지,관광안내소/매표소,제주특별자치도 제주시 연동 nan 313-105,선덕로 23,33.48623293,126.4995232,"['매표소', '제주', '관광안내소']",,없음,[],정보 없음,정보 없음,
KCLANPO23N000011161,펀테마파크,관광지,일반관광지,제주특별자치도 제주시 조천읍 선흘리 43586,선교로 266-4,33.47895963,126.7006885,"['일반관광지', '제주']",,없음,[],정보 없음,정보 없음,
KCLANPO23N000011964,상효원,관광지,식물원,제주특별자치도 서귀포시 상효동 nan 산25,산록남로 2847-37,33.30720382,126.5860374,"['제주', '식물원']",,없음,[],정보 없음,정보 없음,
KCLANPO23N000013467,제주올레,관광지,일반관광지,제주특별자치도 제주시 일도일동 nan 1498,nan nan,33.51315376,126.527134,"['일반관광지', '제주']",,없음,[],정보 없음,정보 없음,
KCLANPO23N000013533,최남단농촌체험테마공원,관광지,관광농원/허브마을,제주특별자치도 서귀포시 남원읍 남원리 2019,남위남성로 164,33.28994088,126.6936314,"['허브마을', '남부지역', '제주', '관광농원']",,없음,[],정보 없음,정보 없음,
KCLANPO23N000013784,조랑말체험공원조랑말박물관,관광지,일반관광지,제주특별자치도 서귀포시 표선면 가시리 3149-33,녹산로 381-15,33.38306883,126.736327,"['남부지역', '일반관광지', '제주']",,없음,[],정보 없음,정보 없음,
KCLANPO23N000013786,수목원테마파크,관광지,일반관광지,제주특별자치도 제주시 연동 nan 1326,은수길 65,33.4707498,126.4874201,"['일반관광지', '제주']",,없음,[],정보 없음,정보 없음,
KCLANPO23N000013788,노리매공원,관광지,일반관광지,제주특별자치도 서귀포시 대정읍 구억리 654-1,중산간서로 2260-15,33.28288252,126.2869693,"['일반관광지', '제주']",,없음,[],정보 없음,정보 없음,
KCLANPO23N000013789,한라산탐방로,관광지,일반관광지,제주특별자치도 제주시 해안동 nan 산220-13,1100로 2070-61,33.39224079,126.4945427,"['일반관광지', '제주']",,없음,[],정보 없음,정보 없음,
KCLANPO23N000013790,한라산탐방로,관광지,일반관광지,제주특별자치도 제주시 조천읍 교래리 산137-24,516로 1865,33.385018,126.6197208,"['일반관광지', '제주']",,없음,[],정보 없음,정보 없음,
KCLANPO23N000013792,한라산탐방로,관광지,일반관광지,제주특별자치도 서귀포시 하원동 nan 산1-1,영실로 497,33.3483562,126.4965848,"['일반관광지', '제주']",,없음,[],정보 없음,정보 없음,
KCLANPO23N000013926,제주월드컵경기장매표소,관광지,관광안내소/매표소,제주특별자치도 서귀포시 법환동 nan 914,월드컵로 33,33.24837978,126.510648,"['매표소', '제주', '관광안내소']",,없음,[],정보 없음,정보 없음,
KCLANPO23N000014027,원앙폭포,관광지,폭포/계곡,제주특별자치도 서귀포시 상효동 nan 산156,nan nan,33.30010266,126.5811049,"['폭포', '계곡', '제주']",,없음,[],정보 없음,정보 없음,
KCLANPO23N000014279,절물자연휴양림매표소,관광지,관광안내소/매표소,제주특별자치도 제주시 봉개동 nan 산78-1,명림로 584,33.43949212,126.6298422,"['매표소', '제주', '관광안내소']",,없음,[],정보 없음,정보 없음,
KCLANPO23N000014709,방선문계곡,관광지,폭포/계곡,제주특별자치도 제주시 오라이동 nan 701206,nan nan,33.45231863,126.5178155,"['폭포', '계곡', '제주']",,없음,[],정보 없음,정보 없음,
KCLANPO23N000014758,중문관광단지,관광지,유명관광지,제주특별자치도 서귀포시 색달동 nan 240332,중문관광로 38,33.2548394,126.4137805,"['제주', '유명관광지']",,없음,[],정보 없음,정보 없음,
KCLANPO23N000014849,붉은오름자연휴양림,관광지,휴양림/수목원,제주특별자치도 서귀포시 표선면 가시리 산158,남조로 1487-73,33.40175444,126.6753684,"['남부지역', '휴양림', '제주', '수목원']",,없음,[],정보 없음,정보 없음,
KCLANPO23N000015258,제주코코몽에코파크,관광지,테마공원/대형놀이공원,제주특별자치도 서귀포시 남원읍 남원리 2380,태위로 536,33.27456701,126.7062825,"['남부지역', '대형놀이공원', '제주', '테마공원']",,없음,[],정보 없음,정보 없음,
KCLANPO23N000015367,선녀와나무꾼테마공원추억의테마공원,관광지,테마공원/대형놀이공원,제주특별자치도 제주시 조천읍 선흘리 1997,선교로 267,33.4796832,126.7030341,"['대형놀이공원', '제주', '테마공원']",,없음,[],정보 없음,정보 없음,
KCLANPO23N000015573,답다니탑망대,관광지,일반관광지,제주특별자치도 제주시 우도면 연평리 797,우도해안길 602,33.52503922,126.9527047,"['일반관광지', '제주', '바다 전망']",,없음,[],정보 없음,정보 없음,
KCLANPO23N000015674,일출랜드아열대식물원,관광지,식물원,제주특별자치도 서귀포시 성산읍 삼달리 1010,중산간동로 4150-30,33.38275411,126.840889,"['동부지역', '제주', '식물원']",,없음,[],정보 없음,정보 없음,
KCLANPO23N000015735,한마음체험농원,관광지,관광농원/허브마을,제주특별자치도 서귀포시 성산읍 수산리 278,서성일로 1063,33.44415254,126.8922688,"['허브마을', '제주', '동부지역', '관광농원']",,없음,[],정보 없음,정보 없음,
KCLANPO23N000016010,용머리해안매표소,관광지,관광안내소/매표소,제주특별자치도 서귀포시 안덕면 사계리 112-3,nan nan,33.23482477,126.3145295,"['매표소', '제주', '관광안내소']",,없음,[],정보 없음,정보 없음,
KCLANPO23N000016039,선녀와나무꾼테마공원매표소,관광지,관광안내소/매표소,제주특별자치도 제주시 조천읍 선흘리 1997,선교로 267,33.47959977,126.7026823,"['매표소', '제주', '관광안내소']",,없음,[],정보 없음,정보 없음,
KCLANPO23N000016241,장생의숲길,관광지,일반관광지,제주특별자치도 제주시 봉개동 nan 산78-1,명림로 584,33.43575454,126.624145,"['일반관광지', '제주']",,없음,[],정보 없음,정보 없음,
KCLANPO23N000016522,교래자연휴양림야영장,관광지,야영장,제주특별자치도 제주시 조천읍 교래리 산95,남조로 2023,33.4416908,126.6647508,"['제주', '야영장']",,없음,[],정보 없음,정보 없음,
KCLANPO23N000016533,황우치해변,관광지,해수욕장,제주특별자치도 서귀포시 안덕면 사계리 nan,nan nan,33.2373502,126.3174704,"['해수욕장', '제주']",,없음,[],정보 없음,정보 없음,
KCLANPO23N000016570,에코랜드테마파크매표소,관광지,관광안내소/매표소,제주특별자치도 제주시 조천읍 교래리 385-1,남조로 1982,33.44693921,126.6671975,"['매표소', '제주', '관광안내소']",,없음,[],정보 없음,정보 없음,
KCLANPO23N000016618,안트레안내센터,관광지,관광안내소/매표소,제주특별자치도 제주시 애월읍 유수암리 1178-1,녹고메길 165,33.40595072,126.4079737,"['매표소', '서부지역', '제주', '관광안내소']",,없음,[],정보 없음,정보 없음,
KCLANPO23N000017134,절물자연휴양림녹차밭,관광지,휴양림/수목원,제주특별자치도 제주시 봉개동 nan 산78-1,명림로 584,33.43932722,126.6245324,"['휴양림', '제주', '수목원']",,없음,[],정보 없음,정보 없음,
KCLANPO23N000017737,관음사지구탐방지원센터,관광지,관광안내소/매표소,제주특별자치도 제주시 오등동 nan 산180-3,산록북로 588,33.42162738,126.5499469,"['매표소', '제주', '관광안내소']",,없음,[],정보 없음,정보 없음,
KCLANPO23N000017911,에코피아테마파크,관광지,테마공원/대형놀이공원,제주특별자치도 제주시 애월읍 소길리 155-101,평화로 2157,33.4124581,126.3920847,"['대형놀이공원', '제주', '서부지역', '테마공원']",,없음,[],정보 없음,정보 없음,
KCLANPO23N000018001,제주도세계지질공원,관광지,테마공원/대형놀이공원,제주특별자치도 제주시 조천읍 선흘리 478,선교로 569-36,33.45701104,126.7148456,"['대형놀이공원', '제주', '테마공원']",,없음,[],정보 없음,정보 없음,
KCLANPO23N000018081,과물노천탕,관광지,온천지역,제주특별자치도 제주시 애월읍 곽지리 1565,곽지1길 31,33.4499104,126.30365,"['온천지역', '제주', '서부지역']",,없음,[],정보 없음,정보 없음,
KCLANPO23N000018379,카멜리아힐매표소,관광지,관광안내소/매표소,제주특별자치도 서귀포시 안덕면 상창리 271,병악로 166,33.2900432,126.3683451,"['매표소', '제주', '관광안내소']",,없음,[],정보 없음,정보 없음,
KCLANPO23N000018504,제주올레걷기축제,관광지,지역축제,제주특별자치도 제주시 구좌읍 김녕리 nan,nan nan,33.55827209,126.7605179,"['동부지역', '제주', '지역축제']",,없음,[],정보 없음,정보 없음,
KCLANPO23N000018611,수월봉앤차귀해안,관광지,일반관광지,제주특별자치도 제주시 한경면 고산리 nan,nan nan,33.29578533,126.16304,"['일반관광지', '제주']",,없음,[],정보 없음,정보 없음,
