ID,명칭,우편번호,관리자,전화번호,주소,위도,경도,개요,문의 및 안내,규모,좌석수,주차 시설,어린이놀이방,개업일,영업시간,쉬는날,대표메뉴,취급메뉴,할인정보,금연/흡연,신용카드정보,포장가능,예약안내,상세정보,인허가번호
1867998,고불락,63045,고불락,064-799-0393,제주특별자치도 제주시 애월읍 고내로7길 45-12 ,33.4667893686,126.3366095862,"100년 된 고택에서 먹는 힙한 노포감성의 식당  고불락을 소개한다. 고불락은 대한민국에서 유일하게 상추효소밥을 먹을 수 있는 식당이다. 고불락은 제주시 애월읍에 있는 가정식 백반 맛집으로  100년이 넘은 고택을 음식점으로 리모델링해 영업하고 있다. 가게가 골목길에 위치해 차량을 가지고 왔다면 골목길 앞에 있는 무료주차장  애월 해안도로 주차장을 이용하는 것을 추천한다. 100년이 넘은 만큼 가게는 아담하고 정겨운 분위기가 난다. 집에서 먹을 법한 가정식 백반을 판매하는 곳으로  상주밥 정식과 고등어쌈밥이 대표 메뉴다. 상추밥 정식은 고불락의 시그니처 메뉴인 상추효소밥을 흑돼지 제육볶음  국과 함께 제공한다. 상추에 효소밥  제육볶음을 얹어 들깨소스와 찍어 먹으면 상추의 아삭함과 드레싱의 달콤함  그리고 제육볶음의 맛이 어우러지는 걸 느낄 수 있다. 

(출처 : 제주 문화관광 홈페이지)",0507-1400-0393,,,가능,0,,08:00~21:00 (마지막 주문 20:20),연중무휴,상추밥 정식,고등어조림 / 흑돼지 김치찌개 / 뽀글보리밥 등,,모두 금연석,없음,,전화 예약 문의 (064-799-0393),"부대시설:
",20100627314.0
1877056,다래향,63333,다래향,064-782-9466,제주특별자치도 제주시 조천읍 조함해안로 428-4 ,33.5457941142,126.6607351684,다래향은 제주시 조천읍 함덕해수욕장 인근에 있는 짬뽕 전문점이다. 신선한 해산물이 가득 들어간 다양한 종류의 짬뽕이 눈길을 사로잡는다. 대표 메뉴는 다래향해물짬뽕   속풀이왕짬뽕으로 해물이 가득하여 시원한 맛을 낸다. 또한 짬뽕 메뉴 외에 짜장의 진한 맛을 느낄 수 있는 유니짜장과 바삭바삭한 흑돼지탕수육 등 다양한 메뉴를 즐길 수 있다.  주변 관광지로 함덕해변  서우봉둘레길  김택화 미술관 등이 있다.,064-782-9466,,,가능,0,,10:00~20:00 (준비시간 15:00~17:00),매주 월요일,다래향해물짬뽕,다래향차돌짬뽕 / 다슬기불짬뽕 / 해물왕짬뽕 등,,모두 금연석,가능,가능,전화 예약 가능 (064-782-9466),"부대시설:
",20100628161.0
1881664,독개물항,63012,독개물항,064-796-3966,제주특별자치도 제주시 한림읍 한림로 478 ,33.4019146568,126.251623988,제주시 한림읍 옹포리에 위치한 독개물항은 한림의 조용한 바닷가 마을에 있는 향토음식 전문점이다. 신선한 해산물이 가득한 이곳은 협재해수욕장과 한림공원  차가운 용천수가 흐르는 화순의 담수 수영장이 있는 화순 금모래해변과도 가까이 있어 물놀이 이후에 편안하게 들릴 수 있다.,064-796-3966,,,가능,0,,09:00~21:00,매주 수요일,통갈치구이갈치조림,오분작구이 / 누룽지전복토종닭백숙 / 전복죽 등,,모두 금연석,가능,가능,전화 예약 가능 (064-796-3966),"부대시설:
",20030628040.0
1883622,만부정,63136,만부정,064-743-1119,제주특별자치도 제주시 사장길 38 ,33.4826040098,126.4945566049,만부정은 제주에 위치한 오랜 전통의 복요리 전문점이다. 인근 제주바다의 복어와 매일 선별한 신선한 채소를 사용하여 다양한 코스요리 및 식사메뉴를 고객에게 제공한다. 복요리 외에도 랍스터 코스요리도 준비되어 있어 남녀노소 누구나 부담 없이 즐길 수 있다. 실내 좌석이 넉넉하며 개별룸 시설을 완비하고 있어 각종 모임을 하기에도 손색이 없다. 또한 건물 지하에 전용 주차장 시설을 보유하고 있다.,064-743-1119,,,가능,0,1982년,- 08:00~21:30<br>- 준비시간 15:00~17:00<br>- 마지막 주문 20:30,설·추석 당일,참복 복지리,참복 당일바리 / 복불고기 정식 / 복수육정식 등,,모두 금연석,가능,,전화 예약 가능 (064-743-1119),"부대시설:
",19820627069.0
1892305,몽생이,63005,몽생이,064-772-3886,제주특별자치도 제주시 한경면 녹차분재로 628 ,33.3246538979,126.2605082705,제주시 한경면 저지리에 위치한 말고기 전문점이다. 말고기 구이  샤부샤부  육회  내장탕 등 맛있다고 소문이 자자한 곳으로 제주산 말고기를 사용해 맛이 일품이다. 그뿐만 아니라 식당 근처에 ‘생각하는 정원  5월의 꽃  유리의 성  오설록 티 뮤지엄  올레길(14-1코스)’ 이 근접해있어 관광코스로도 적합하다.,064-772-3886,,,가능,0,,06:00~15:00,비정기적 휴무,소머리해장국,소머리수육 / 김치찌개 / 말내장탕 등,,모두 금연석,가능,가능,전화 예약 가능 (064-772-3886),"부대시설:
",20100628124.0
1892321,무인카페 산책,63045,무인카페 산책,010-7625-7711,제주특별자치도 제주시 애월읍 고내로7길 49 ,33.4668838075,126.3369206678,애월읍 고내리 고내포구 앞에 있는 작은 무인카페이다. 카페 인근의 고내포구는 올레 15코스의 마지막 지점이자 16코스의 시작점이다. 무인카페 산책은 가게에 주인이 없는 카페로써  자유롭게 카페를 이용하고 이용료를 지불하고 가면 된다. 이곳에 비치된 각종 차는 전부 유기농으로 준비되어 있고  커피 또한 공정무역으로 거래된 유기농 커피만을 사용하고 있다.,064-740-6000,,,가능,0,,08:00~20:00,연중무휴,페퍼민트,레몬그라스 / 캐모마일 / 메밀차 등,,모두 금연석,없음,,,"화장실:있음
",20100627211.0
1896087,법환어촌계횟집,63573,법환어촌계횟집,064-739-1674,제주특별자치도 서귀포시 막숙포로 61 (법환동) ,33.235801053,126.5150881596,법환어촌계횟집은 어촌계에서 운영하는 횟집이다. 해녀들이 직접 잡은 해산물과 서귀포 앞바다에서 잡은 자연산 활어를 저렴한 가격에 제공한다. 제주도에 가면 맛봐야 할 모든 음식을 풀코스로 제공하고 있다. 모든 회 메뉴 주문 시 제주산 통갈치구이  전복죽  뿔소라  전복회  딱새우  멍게  메인회  매운탕 등 20가지 이상이 나온다. 매장 내부에 탁 트인 오션뷰를 바라보며 식사를 할 수 있으며  식당 전용 넓은 주차장을 보유하고 있어 편리하게 이용할 수 있다.,064-739-1674,,,가능<br>요금(무료),0,,"월요일~목요일, 일요일 11:00~22:00(브레이크 타임 15:00~16:00<br>금요일~토요일 11:00~24:00(브레이크 타임 15:00~16:00)",연중무휴,범섬풀코스,범섬풀코스 / 회덮밥 / 고등어구이 / 물회 / 멍게 외,,모두 금연석,가능,,전화 예약,"화장실:있음
",19920631149.0
1896538,오라숲소리,63148,오라숲소리(구 고내촌숲소리),064-744-2545,제주특별자치도 제주시 오라로 80 ,33.4955500733,126.5117825919,"제주향토음식과 본토음식을 접목했다는 평을 받는 ‘매화한정식’ 은 30여년간 중학교 영어교사를 하던 식당 주인이 어머니의 손맛을 기억하며 만들어낸 한상차림이다. 샐러드와 닭가슴살 양장피  부추전  자체 개발한 우럭탕수  보쌈  흑돼지떡갈비  옥돔구이 등이 가족여행객들에게 인기가 많다. 신문 방송에도 ‘소문난 맛집’으로 소개되었다. 유명 연예인  정치인  학자  체육인 등  다양한 내방객이 남긴 사인 전시도 눈길을 끈다. 제주공항과는 자동차로 5~7분 거리여서  공항에 도착했을 때나 여행을 마치고 공항으로 가는 길에 들리기 좋은 모범음식점이다. 2층에는 50~60명이 함께 식사할 수 있는 연회실이 있다.

(출처 : 제주 문화관광 홈페이지)",064-744-2545,,,가능,0,,11:00~21:00 (준비시간 15:00~17:00),연중무휴,매화상,국화상 / 목련상 / 제주돼지 샤브 등,,모두 금연석,가능,가능,전화 예약 문의 (064-744-2545),"부대시설:
",20050627935.0
1945496,카페동네,63364,카페동네,070-8900-6621,제주특별자치도 제주시 구좌읍 종달로5길 23 ,33.493300979,126.8986490601,카페동네는 제주시 구좌읍 종달리에 위치한 로스팅 커피 전문점으로 제주올레 1코스를 걷다 보면 보이는 작은 카페이다. 이곳은 종달리 마을이 오롯이 내려다보이는 경치를 볼 수 있으며 내부는 나무 인테리어로 따뜻하고 아늑한 느낌을 주는 공간이다. 메뉴는 직접 커피를 로스팅 한 더치커피 및 드립커피와 건강을 생각한 수제차  생과일주스  에이드  발효음료 등 다양한 메뉴를 맛볼 수 있으며  제주 구좌읍의 당근을 이용한 당근빙수가 인기 메뉴이다.,070-8900-6621,,,가능,0,,10:00~16:30 (라스트오더 16:00),매주 일요일,더치커피,핸드드립커피 / 에이드 / 구좌 향당근주스 / 한라봉주스 / 파니니 / 샐러드 / 빙수,,모두 금연석,가능,일부 메뉴 포장 가능,,,20140627023.0
1964507,놀맨,63043,놀맨,064-799-3332,제주특별자치도 제주시 애월읍 애월로1길 24 ,33.4624672084,126.3102342006,제주시 애월읍에 위치한 해물라면 전문 음식점 놀맨에서는 주인이 직접 문어를 잡아와 해물라면을 제공한다. 당일 문어가 잡힌 경우에 한해서만 문어가 들어가며  이외에 다양한 해물을 이용하여 라면을 제공한다. 많은 해물이 들어간 라면이라 비주얼이 좋다. 면발은 꼬들꼬들하게 끓여져서 나오며 라면 수프맛보다는 해물짬뽕맛 같은 깔끔하고 시원한 맛을 느낄 수 있다. 매장 테이블은 모두 야외에 위치해 있어 바다를 바라보며 식사가 가능하다.,064-799-3332,,,불가능,0,,10:00~15:00,"연중무휴<br>※ 단, 비, 바람이 심하면 영업 불가로 사전 전화 문의",해물라면,,,모두 금연석,가능,,,,20120627562.0
1966799,돼지꿈,63129,돼지꿈,064-746-5999,제주특별자치도 제주시 제원길 6 ,33.4894531668,126.4892402453,제주시 연동에 위치한 고기국수 및 국밥 전문점으로 고기국수  순대국밥  돼지국밥 외에도 황태해장국  전복해물탕  육개장  돌솥비빔밥  김치찌개 등 해장국과 찌개류를 비롯한 다양한 식사 메뉴를 제공하는 음식점이다.,064-746-5999,,,불가능,0,,00:00~24:00,연중무휴,돼지국밥,고기국수 / 순대국밥 / 모듬순대 / 김치찌개 외,,모두 금연석,없음,,,,20020627033.0
1966821,모드락572,63623,모드락572,064-787-5827,제주특별자치도 서귀포시 표선면 가시로 572 ,33.3544670791,126.7737630658,제주 서귀포시 표선면 가시리에 있는 갤러리 카페 모드락 572는 따라비 오름 근처에 있는 갤러리 카페이다. 여러 나라의 커피를 맛볼 수 있으며  원두를 따로 판매한다. 원두는 가게에서 직접 로스팅 하며 핸드드립  에스프레소  더치커피  밀크티  허브티 등 다양한 종류의 음료를 맛볼 수 있다. 음료 이외에도 파스타와 단호박 수프  베이글 등의 음식도 준비되어 있다.,064-787-5827,,,가능,0,,10:00~22:00 (전화문의),방문 전 전화문의,아메리카노,카페라떼 / 아포카토 / 카페러쉬 / 카라멜러쉬 / 녹차라떼 / 초코라떼 / 허브티 / 밀크티 외,,모두 금연석,가능,,,,20130631158.0
1984133,바다는안보여요,63364,바다는안보여요,064-782-4518,제주특별자치도 제주시 구좌읍 종달로5길 31-1 ,33.4933232117,126.8994489902,바다는안보여요 카페는 이름처럼 바다가 보이지 않는 카페이다. 바다는안보여요 카페에서는 구좌읍에서 키운 당근으로 만든 당근주스와 이외에 다양한 음료와 간단한 식사류가 준비되어 있다. 카페 내에 소설책과 만화책이 구비되어 있으며  여행시 간단한 식사를 하기에 좋다.<br>,064-782-4518,,,가능,0,,10:00 ~ 22:00,연중무휴,아메리카노,에스프레소 / 카페라떼 / 쑥라떼 / 에이드 외,,모두 금연석,가능,,,"화장실:남녀공용  업소내 위치
",20140627118.0
1984236,백기해녀의집,63641,백기해녀의집,064-782-0673,제주특별자치도 서귀포시 성산읍 일출로 88-19 ,33.4499422661,126.9223924466,"백기해녀의 집은 광치기해변과 성산일출봉을 바라보며 맛있는 식사가 가능한 해산물 요리 전문점이다. 섭지코지에서 성산일출봉 가는 길가에 위치하고 있으며  어촌계 직영으로 해녀분이 당번제로 운영하고 있는 곳이다. 성게  해삼 등 해산물과 성게해삼물회  성게칼국수 등 식사류를 제공한다. 
가장 인기 있는 메뉴는 해산물 모둠이다. 전복  소라  멍게 가 한 접시에 나오는데 해녀분이 당일날 잡은 해산물들이어서 더욱 신선하다. 그리고 해산물만 주문해도 김치  단호박  나물무침 등의 밑반찬도 같이 나와 든든하게 식사를 할 수 있다.",064-782-0673,,,가능<br>요금 (무료),0,,07:30~17:00<br>브레이크 타임 15:00~15:30<br>라스트 오더 16:30,연중무휴<br>※ 유동적 휴무로 전화 문의,성게물회,성게물회 / 성게미역국 / 성게칼국수 / 전복회 / 모듬해산물 외,,모두 금연석,가능,,전화 예약,,19930631011.0
1984251,삼복가든,63346,삼복가든,064-784-8181,제주특별자치도 제주시 조천읍 비자림로 653 ,33.4367342104,126.6765362872,삼복가든은 제주 미니랜드 인근에 위치한 한식 전문 음식점이다. 백숙  닭볶음탕  해물뚝배기  된장찌개  뼈다귀해장국  두루치기 등 다양한 한식 메뉴를 판매하며  아침식사도 가능하다. 제주식 집밥을 맛볼 수 있다.,064-784-8181,,,가능,0,,08:00~20:00 (전화 문의),매주 일요일,해물뚝배기,백숙 / 흑돼지생구이 / 해물뚝배기 / 된장찌개 / 뼈다귀 해장국 등,,모두 금연석,없음,,전화 예약 가능 (064-784-8181),,20050627170.0
1984253,성미가든,63346,성미가든,064-783-7092,제주특별자치도 제주시 조천읍 교래1길 2 ,33.4375757895,126.676880682,성미가든은 제주 조천읍 고래리에 위치한 토종닭백숙 전문점이다. 메뉴로는 샤부샤부  닭볶음탕 두 가지 메뉴가 있으며  샤브샤브 메뉴의 경우에는 샤부샤부  백숙  녹두죽이 코스로 제공된다. 성미가든에서는 기본적으로 샤부샤부 메뉴가 주문이 들어가기 때문에 닭볶음탕을 주문하고자 하는 경우 반드시 미리 말해야 한다.,064-783-7092,,,가능,0,,11:00~20:00,"매월 둘째 주, 넷째 주 목요일",샤부샤부(백숙/녹두죽),닭볶음탕,,모두 금연석,가능,,전화 예약 가능 (064-783-7092),,19960627715.0
1984486,오름가든,63346,오름가든,064-784-6041,제주특별자치도 제주시 조천읍 비자림로 657 ,33.436995295,126.6766807133,[제주시 조천읍 교래리에 위치한 토종닭  흑돼지  꿩요리 전문점 오름가든]<br /> 오름가든은 제주 미니랜드 인근에 위치한 토종닭  흑돼지  꿩요리를 전문으로 하는 음식점이다. 토종닭 코스요리와 꿩한마리 코스요리  흑돼지 샤브샤브 등 다양한 종류로 토종닭  흑돼지  꿩요리를 맛볼 수 있다.<br>,064-784-6041,,,가능,0,,10:30 ~ 20:00 (19:00 라스트오더),명절연휴 (전화로 문의),토종닭 샤브샤브,토종닭 한마리 코스 / 토종닭백숙 / 토종닭볶음탕 / 꿩 샤브샤브 외,,모두 금연석,가능,,전화 예약 문의 (064-784-6041),"화장실:남/녀 화장실 구분
",20030628304.0
2359240,88돼지,63129,88돼지,064-711-9947,제주특별자치도 제주시 제원길 7 ,33.4892198661,126.4896568811,"88돼지는 제주시에 위치한 흑돼지 근고기 전문점이다. 
100% 제주산 품질 좋은 돼지고기를 고객에게 제공한다. 쫄깃하고 두툼한 흑돼지 근고기를 멜젓에 찍어 먹는 맛의 풍미가 깊다. 근고기 외에도 오겹살을 맛볼 수 있다. 제주 공항 근처에 위치하여 많은 여행객들이 방문하는 맛집이다.",0507-1400-9947,,,가능,0,,16:30~05:00,연중무휴,근고기,근고기 / 오겹살 / 흑돼지김치찌개 등,,모두 금연석,가능,,전화 예약 가능 (064-711-9947),,20070628176.0
2384971,지오아라,63528,지오아라,010-3013-0851,제주특별자치도 서귀포시 안덕면 사계로114번길 54-86 ,33.2363505061,126.3078283451,산방산 아래 자리한 지오아라는 카페와 펜션을 함께 운영하고 있다. 수제 차와 다쿠아즈가 유명하며 산방산 경치를 즐기며 따뜻한 차와 디저트를 즐길 수 있다.,064-794-2892,,,,0,,11:00~23:00,전화문의,에스프레소,아메리카노 / 카페모카 / 카라멜마끼야또 등,,모두 금연석,가능,,전화 예약 문의 (010-3013-0851),,20150631382.0
2561772,스카이 온 파이브 다이닝,63522,스카이 온 파이브 다이닝,064-908-1200,제주특별자치도 서귀포시 안덕면 신화역사로304번길 38 ,33.3049513971,126.3164038528,스카이 온 파이브 다이닝은 환상적인 전경을 감상하며 프리미엄 스테이크와 소믈리에의 엄선된 와인 페어링을 함께 즐길 수 있는 레스토랑이다. 수준 높은 인테리어 디자인은 물론  제주의 맛까지 가미된 고급 요리로 고객들에게 차별화된 미식의 경험을 제공한다. 탁 트인 공간에서 제주의 바다와 하늘도 함께 음미하시길 바란다.,064-908-1200,,,가능,1,,06:30~21:30 (브레이크타임 10:30~12:00 / 14:30~18:00),연중무휴,뷔페,,,모두 금연석,가능,,전화 예약 문의 (064-908-1200),"부대시설:공용주차장  화장실  무료 WIFI  흡연구역  편의점  음료대  유도 및 안내 시설  경보 및 피난 시설  노키즈존  유아 의자  유아 식기
",20170631931.0
2561780,랜딩 다이닝,63522,랜딩 다이닝,064-908-2300,제주특별자치도 서귀포시 안덕면 신화역사로304번길 38 ,33.3049513971,126.3164038528,랜딩 다이닝은 랜딩관 제주신화월드 지하 1층에 위치한 올 데이 다이닝 공간이다. 한식부터 중식  일식  양식을 모두 아우르는 뷔페 레스토랑으로 취향에 맞는 요리를 선택할 수 있다. 조식 뷔페에서는 베트남 쌀국수와 오믈렛 등을 즉석에서 만들어주는 라이브 섹션을 운영하고 있다. 해산물과 흑돼지 등 제주의 식재료를 사용한 엄선된 메뉴를 선보이고 있으며 24시간 운영되는 룸 서비스를 통해 한식부터 양식까지 다양한 메뉴를 객실에서도 주문할 수 있다.,064-908-2300,,,가능,1,,07:00~21:30 (브레이크타임 11:00~18:00),연중무휴,뷔페,,,모두 금연석,가능,가능,전화 예약 문의 (064-908-1240),"부대시설:공용주차장  화장실  무료 WIFI  흡연구역  편의점  음료대  유도 및 안내 시설  경보 및 피난 시설  노키즈존  유아 의자  유아 식기
",20170631937.0
