ID,명칭,우편번호,관리자,전화번호,주소,위도,경도,개요,문의 및 안내,규모,좌석수,주차 시설,어린이놀이방,개업일,영업시간,쉬는날,대표메뉴,취급메뉴,할인정보,금연/흡연,신용카드정보,포장가능,예약안내,상세정보,인허가번호
2805243,몰래물밥상,63113,,,제주특별자치도 제주시  도두항서길 (65) ,33.5041872407,126.4637087977,서울과 제주도 5성급 호텔 마스터 셰프 출신의 20여년 특급호텔 경력의 기능장이 만드는 활우럭조림  제주은갈치조림 전문 식당이다. 톳밥과 함께 직접 만들어 짜지 않은 간장게장  바삭한 멜튀김 등의 다양한 밑반찬이 나온다. 생김에 두부  무  시래기 등을 밥과 함께 싸먹는것이 별미이다.,064-711-8919,,,가능(무료),0,,11:00 ~ 21:00<br>브레이크타임 15:30~17:00<br>라스트오더 14:50/20:20 <br>※ 재료 소진 시 조기 마감,매주 수요일,활우럭조림 밥상 / 제주은갈치조림 밥상,활우럭전복새우조림 밥상 / 제주은갈치전복새우조림 밥상 / 활우럭전복새우조림&활우럭탕수 밥상 등,,,,,,,
2805320,착한제주고등어,63264,,,제주특별자치도 제주시  신산로2길 (25) ,33.5122179512,126.5293084674,착한제주고등어는 제주시 동문재래시장 인근에 위치한 고등어요리 전문점이다. 제주 해역에서 잡은 싱싱한 고등어만을 사용해 건강한 요리를 제공한다. 1인분 주문도 가능하며 제주산 고등어와 갈치를 저렴한 가격에 즐길 수 있다. 밑반찬도 직접 만드는 착한 맛집이다.,064-725-5751,,,,0,,09:00~20:00 (라스트오더 19:30),매주 월요일,고등어구이 / 고등어조림 / 고등어탕,고등어구이 / 고등어조림 / 고등어탕 / 갈치구이 등,,,가능,가능,,,20170627526.0
2807119,고서방 짬뽕,63247,,,제주특별자치도 제주시  인다5길 (11-5) ,33.4759722639,126.5481687628,고서방 짬뽕은 제주 현지의 신선한 해산물을 재료로 한 짬뽕을 판매하는 중식당이다. 해산물이 가득 담긴 다양한 종류의 짬뽕을 기호에 따라 선택하여 맛볼 수 있다.,064-722-0402,,,있음 / 인근 무료공영주차장도 이용 가능,0,,11:00~15:00 (재료 소진 시 마감),매주 일요일 휴무,고추짬뽕,고추짬뽕 / 우삼겹짬뽕 / 흑돼지 등심 탕수육 외,,,가능,가능,,,20140627210.0
2809970,바다밥상,63596,,,제주특별자치도 서귀포시 천지연로 16 ,33.2418928327,126.5646559502,바다밥상은 제주도만의 특색을 느낄 수 있는 맛집이다. 지역주민들 사이에서도 갈치조림 맛집으로 유명하며  갈치조림 뿐만 아니라 갈치구이  고등어구이  우럭매운탕 등 생선요리가 일품이다. 제철에 나는 식재료로 만든 밑반찬은 더욱 푸짐하고 건강한 밥상을 만든다.,064-732-3385,,,,0,,10:30 - 20:00(13:30 - 17:00 브레이크타임),매주 일요일,갈치조림,갈치조림 / 갈치구이 / 고등어구이 / 우럭매운탕 등,,,,,,,
2819194,이스방한상,63152,,,제주특별자치도 제주시 흥운길 87 ,33.5157534201,126.513587532,제주 용두암 근처에 있는 참돔코스요리집이다. 작은상 시그니처 한상 코스로 이루어져 있고 4명이 먹기에 알맞은 양이다. 음식 하나하나 맛있고 간도 적당하다. 부모님이나 어른들을 모시고 가기도 좋은 곳이다.,010-9163-1060,,,,0,,12:00 ~ 22:00 (우선예약제),"매주 수요일, 일요일",시그니쳐 / 한상,시그니쳐 / 한상 / 작은상 외,,,,,,,20200622202.0
2805415,백록집,63333,,,제주특별자치도 제주시 조천읍 함덕로 (24) ,33.5418391874,126.6726564455,백록집은 제주노포로 푸짐하고 맛있는 음식들을 식사로도  반주로도 즐길 수 있는 곳이다. 함덕에서 맛있는 고등어회와 갈치튀김  한치 떡볶이 등 맛없는 게 없는 그야말로 맛집이다. 전 메뉴가 특색 있고 맛있어서 여러 명 가서 이것저것 다 시켜 먹고 싶은 집이다. 레트로 감성과 함께 야외석의 개방감도 함께 느낄 수 있다. 거기에 사장님의 센스 있는 음악 선곡도 좋은 분위기에 한 몫하는 만족도 최상의 맛집이다.,0507-1385-6013,,,,0,,17:00~23:00 (라스트오더 22:00),연중무휴,모둠회,고등어회 / 한치 떡볶이 / 갈치튀김 / 해물라면 외,,,가능,가능,,,20160628209.0
2805483,올티스,63341,,,제주특별자치도 제주시 조천읍 거문오름길 (23-58) ,33.4630486234,126.7174404708,"올티스에서는 제주다원에서 유기농으로 재배한 녹차  홍차  호지차  말차를 생산·가공·유통하고 있다. 올티스의 첫번째 티 테이스팅 클래스 Tea mind""에서는 직영 농장에서 생산한 다양한 차를 전문가의 손길로 정성껏 우려 내어 드린다. 녹차밭에서 다도체험까지 할 수 있어 제주 여행 시 다도체험하기 좋은 장소이다.""",0507-1401-9700,,,주차가능,0,,10:00 ~ 18:00,연중무휴,녹차,녹차 / 말차 / 홍차 / 호지차,,,가능,가능,,,20150628511.0
2806020,삼다숯불갈비,63595,,,제주특별자치도 서귀포시  명동로 (43) ,33.2477616577,126.5664639948,삼다숯불갈비는 제주특별자치도 서귀포시에 위치하고 있다. 제주도민들에게 맛집으로 알려진 숯불갈비 전문점이다. 제주산 돼지고기만을 이용한 생갈비와 돼지양념갈비가 대표메뉴이다. 특히 생갈비는 생고기 본연의 고소한 맛을 느낄 수 있으며 멜젓이 함께 제공되어 풍미를 더한다. 이 외에도 흑돼지 오겹살  가브리살  된장찌개 등 다양한 메뉴가 준비되어 있다.,064-763-0668,,,,0,,17:00~23:00,,돼지생갈비,돼지양념갈비 / 흑돼지 오겹살 / 가브리살 / 된장찌개 / 냉면 외,,,가능,,,,19970631062.0
2806205,애월집,63049,,,제주특별자치도 제주시 애월읍 애월해안로 (690) ,33.4820049659,126.3755752985,애월집은 애월해안도로 쪽에 위치한 음식점이다. 고기국수로 유명한 음식점들 중 한 곳으로 바다뷰를 즐길 수 있고 편안한 분위기이다. 대표 메뉴는 고기와 국수 메뉴이며 깔끔하고 담백한 맛을 내는 국수가 인기이다. 흑돼지로 만든 돈가스는 고기가 부드러워 아이들도 먹을 수 있는 메뉴이다.,0507-1335-7024,,,가능,0,,10:00~21:00,매주 일요일,시글라 고기국수,시글라 고기국수 / 흑돼지 생 돈가스 / 해장고기국수 등,,,가능,"가능 (불가 메뉴 : 고기국수, 매운얼큰고기국수)",,,20180620556.0
2806871,도토리 키친,63167,,,제주특별자치도 제주시  북성로 (59) ,33.5154118713,126.5186037702,"청귤소바는 제주도의 대표과일인 감귤의 미성숙과인 풋귤을 이용하여 자체개발한 요리이다. 고소한 소바와 상큼한 청귤의 조화로 상큼하게 먹을 수 있는 청귤소바에 곁들인  톳유부초밥 세트와 감자고로케 세트 2가지로 즐길 수 있다. 
수제 쯔유로 더 깊은 맛을 내며  면도 쫄깃하고 고소해서 맛있다.",064-782-1021,,,,0,,11:00 - 17:00 (라스트오더 16:30),,청귤소바,청귤소바 / 청귤소바+톳유부초밥 / 롤카베츠 / 소바롤 외,,,가능,가능,,"화장실:있음
",
2807124,채훈이네해장국,63012,,,제주특별자치도 제주시 한림읍 한림상로 29 ,33.4054365995,126.2586594082,채훈이네해장국은 제주도에서만 맛볼 수 있는 고사리 육개장과 몸국이 일품인 음식점이다. 점도 높은 제주식 고사리해장국과 모자반이 한가득 들어있는 몸국도 담백하게 즐길 수 있다.,064-772-3558,,,,0,,06:00~16:00<br>라스트오더 15:30,매주 화요일,제주식 고사리육개장,제주식 고사리육개장 / 제주식 해장국 / 채운이네 몸국 외,,,,가능,,"화장실:있음(남/녀 구분)
",20230906633.0
2819792,그시절그짬뽕,63031,,,제주특별자치도 제주시 한림북동길 7 ,33.4156133393,126.2642809145,그시절그짬뽕은 한림항 한림중앙상가 1층에 위치한 짬뽕 맛집이다. 노부부가 운영하는 가성비 맛집이며  정겨운 분위기로 현지인들의 사랑을 받는 식당이다. 특히 얼큰한 고추짬뽕과 마파두부밥  잡채밥이 특히 인기 있는 메뉴이다.,064-796-8188,,,,0,,11:00~15:00 (라스트오더 14:45),"매주 화요일, 수요일",고추짬뽕,고추짬뽕 / 간짬뽕 / 삼선짬뽕 / 짜장면 외,,,가능,가능,,"화장실:있음
",20200621483.0
2825241,철가방을든해녀,63515,,,제주특별자치도 서귀포시 마라로 85 ,33.116513072,126.265881855,제주 마라도에 위치한 '철가방을든해녀' 톳이 올라간 짜장면이 이색적이다.각종 해산물이 짜장면과 어우러져 바다의 풍미가 물씬 난다. 해녀분이 직접 잡는 해산물도 싱싱하고 맛있어 찾는이가 많다.,064-792-5262,,,,0,,10:00 ~ 16:00,,해녀짜장면,해녀짜장면 / 해녀짬뽕 / 모듬해산물,,,,,,,20110631253.0
2825254,칸스,63591,,,제주특별자치도 서귀포시 중정로61번길 20 ,33.2496002884,126.5629281487,제주산 흑돼지로 만드는 타코 전문점으로 제주 올레시장에 위치하고 있다. 올레시장에서 딱 하나뿐인 타코집으로 유명하며 제주산 흑돼지로 만든 타코와 수제맥주를 맛볼 수 있다. 매장은 멕시코 분위기로 꾸며져 있고 아담한 편이다.,0507-1318-2504,,,가능,0,,12:00~22:00(브레이크타임 15:00~16:00),,흑돼지 파히타,흑돼지 파히타 / 흑돼지 타코 / 부리또 / 퀘사디아 등,,,가능,,,,20190624487.0
2807387,커뮤니테이블,63562,,,제주특별자치도 서귀포시  월평로 (15) ,33.244832508,126.4593011267,서귀포 월평마을에 위치한 아담한 식당이다. 창가 너머 따뜻한 햇살이 식탁으로 들어와 아늑하고 낭만적인 분위기이다. 계절별로 맛이 좋은 생선을 이용하여 만드는 파스타가 이곳의 시그니처 메뉴이다.,064-739-1390,,,,0,,수~토 11:00 ~ 20:00 / 일요일 11:00 ~ 16:00,"월요일, 화요일",바다의계절 (생선과 대파크림으로 만든 파스타),바다의계절 / 수비드 스테이크 플레이트 / 알리오올리오 / 칠리 토마토 파스타 / 커뮤니 로제 그라탕 등,,,,,,,20170631332.0
2807920,달페이지,63534,,,제주특별자치도 서귀포시 색달로64번길 51 ,33.2597856977,126.4139408386,달페이지는 제주도에 위치한 예쁘고 감성적인 브런치 맛집이다. 따뜻하고 아늑한 달페이지 특유의 내부 인테리어가 눈길을 사로잡는다. 브런치는 예쁘기만 한 게 아니라 맛도 좋다. 달 브런치  콩포트 그릭요거트  크로크무슈  토마토스튜+바게트 등 다양한 종류의 브런치와 음료를 맛볼 수 있다. 데이트 및 가족 여행으로도 많이 들리는 곳이다. 1층 카페 공간을 제외한 나머지는 여행객들을 위한 숙소로 운영되고 있다.,010-3541-8896,,,,0,,09:30~15:00 (라스트오더 14:00),매주 수요일,달브런치,콩포트 그릭요거트 / 크로크무슈 / 토마토스튜+바게트 외,,,,,,,20200624364.0
2808037,원앤온리,63528,,,제주특별자치도 서귀포시 산방로 141 원앤온리 ,33.2392531422,126.3191995157,제주에서 가장 길고 고요한 황우치해변을 홀로 품고 명승 산방산을 지붕 삼은 유일한 곳이다. 카페에서 굿즈들도 판매하고 있어 기념품  사기에도 좋다. 명실상부 독보적인 제주 여행 필수코스로 자리매김한 원앤온리에서 가장 특별한 여행을 완성해보자.,050-1323-6186,,,,0,,09:00-20:00,연중무휴,"수제리코타치즈셀러드, 원앤온리 브런치",,,,,,"<a href=https://www.instagram.com/jejuoneandonly"" target=""_blank"" title=""새창 : 원앤온리"">https://www.instagram.com/jejuoneandonly</a>""",,
2808238,청춘부부,63520,,,제주특별자치도 서귀포시 추사로38번길 181 ,33.2659551202,126.2791190692,청춘부부는 감귤 창고를 리모델링하여 만든 공간이다. 카페 안에서 모든 디저트를 직접 만들고 원두를 로스팅하여 사용한다. 감귤 따기 체험 및 애견동반도 가능하다.,070-8887-1529,,,,0,,08:30~18:00<br>라스트오더 17:30,"매주 금요일, 토요일",청춘의 밤,청춘의 밤 / 바삭 에그타르트 / 소금빵 / 제주 귤 치즈케이크 외,,,,,,,20180624584.0
2810906,식당 마요네즈,63097,,,제주특별자치도 제주시 다랑곶3길 18 ,33.4889419444,126.4786745086,식당 마요네즈는 노형동에 위치한 돈가스 맛집이다. 친절한 사장님과 종업원이 맞이해 준다. 오픈키친으로 신뢰감을 올려준다. 등심 돈가스는 고소하고 담백하다. 안심 또한 부들부들한 고기의 식감이 있다.,"<a href=https://www.instagram.com/yangmayoh/"" target=""_blank"" title=""새창 : 식당 마요네즈"">www.instagram.com/yangmayoh</a>""",,,,0,,11:30~22:00 (브레이크타임 15:00~17:00),매주 일요일,등심 돈카츠,등심 돈카츠 / 안심 돈카츠 / 마요네즈 필라프 / 마제우동 등,,,,,,,20190621699.0
2810922,더스푼,63231,,,제주특별자치도 제주시 구남동1길 45 ,33.4934313312,126.5411634193,제주 아라이동 거리에 위치한 이탈리안 레스토랑 ‘더스푼’은 제주도가 고향인 셰프님이 제주의 제철 식재료를 접목한 정통 이탈리안 메뉴를 선보인다. 제주에서 나는 해산물  고기  채소 등 퀄리티 좋은 신선한 재료만을 이용하여 고급스러운 맛을 자아낸다. 성게와 어란이 올라간 성게어란파스타가 이곳의 대표메뉴이다. 코스로도 즐길 수 있고  단품으로도 즐길 수 있으며 와인 콜키지도 가능하다. 예약은 캐치테이블을 통해서 받고 있다.,064-725-1324,,,,0,,12:00~22:00 (브레이크타임 14:30~18:00),"매주 월요일, 화요일",성게어란파스타,성게어란파스타 / 명란타르트와 대파 / 구운 돌문어와 당근퓨레 / 시칠리아 아란치니 등,,,,,,,20160627316.0
2815586,독고집,63640,,,제주특별자치도 서귀포시 동류암로 43-1 ,33.4486895206,126.9158763733,독고집은 제주 서귀포시에 위치하고 있다. 고기의 품질이 뛰어나 다른 기교 없이도 맛이 좋은 추억의 연탄구이 흑돼지 특수부위 전문점이다. 흑돼지 통항정살  흑돼지 통가브리살  흑돼지 오겹살  흑목살 중 2가지씩 구성된 세트메뉴와 흑돼지 김치찌개  소고기 된장찌개  해장라면 등의 식사메뉴를 맛볼 수 있다. 주차는 근처 공영 주차장을 이용하면 된다.,064-784-8292,,,,0,,16:00~22:30 (라스트오더 21:30),연중무휴,통항정살+흑오겹살,통가브리살+흑오겹살 / 흑목살+흑오겹살 / 흑돼지김치찌개 / 해장라면 외,,,,,,,19900631012.0
2816971,숲섬이라면,63599,,,제주특별자치도 서귀포시 보목로64번길 80 1층,33.237235513,126.5961866567,‘숲섬이라면’은 서귀포 바다 앞에 위치하여 오션뷰를 만끽하며 식사할 수 있는 곳이다. 바다 멀리 숲섬도 한눈에 보인다. 좌석은 실내와 실외 모두 준비되어 있으며  신선한 해산물과 통오징어가 들어간 해물라면  오징어김밥  새우김밥 등이 있다.,0507-1383-0726,,,,0,,10:00~16:00 (라스트오더 15:45),연중무휴,고기국수 / 해물라면,고기국수 / 해물라면 / 몸국 / 의리떡볶이 외,,,,,,,20210624201.0
2818722,모루쿠다,63595,,,제주특별자치도 서귀포시 태평로431번길 32 1층,33.2483282576,126.5661834509,모루쿠다는 신선한 제주산 재료로 특색 있는 음식을 제공하는 식당이다. 흑돼지 보쌈 및 해산물  채소 찜이 제공되는 육합과 전복장 덮밥 등의 메뉴가 있다. 식사와 함께 술을 즐길 수 있어서 가족 및 연인들의 모임 장소로 좋다.,064-733-1477,,,가능,0,,11:20~23:00,,모루쿠다 육합,모루쿠다 육합 / 해산물 라멘 / 전복 돌문어장 비빔덮밥 등,,,가능,가능,가능,,20170631980.0
2820736,여기왕언제먹을래,63508,,,제주특별자치도 서귀포시 대정읍 하모리 855-3 2층,33.2228289427,126.2545082726,"여기왕언제먹을래는 제주 서귀포시 하모리에 위치한 한식 전문점이다. 이곳은
흑돼지 냉동 삼겹살을 맛볼 수 있는 곳으로 백김치와 미나리를 곁들여 먹을 수 있다. 특히 급냉을 시켜 일반 냉동 삼겹살과 달리 맛이 살짝 덜 익혀먹는 것이 포인트이다. 인근에 방어 축제의 거리를 관광할 수 있다.",064-794-3232,,,,0,,17:00~24:00,매주 월요일,흑돼지 냉동삼겹살 / 김치말이국수,흑돼지 냉동삼겹살 / 냉동우삼겹 / 김치말이국수 / 김치찌개 등,,,,,,,20010631488.0
2823379,하노이안브라더스,63307,,,제주특별자치도 제주시 천수동로 1 (건입동) ,33.5096601286,126.5435600648,하노이안브라더스는 한국인의 입맛에 맞는 베트남 현지식을 맛볼 수 있는 곳이다. 베트남 현지에서 공수한 인테리어 소품들로 마치 베트남의 온 듯한 분위기가 눈을 사로잡으며 반세오  분짜  쌀국수 등 현지 맛 그대로를 느끼게 해주는 식당이다.,064-752-7494,,,,0,,11:00~21:00<br>브레이크 타임 15:00~17:00<br>라스트 오더 20:00,매주 수요일,분짜,분짜 / 바잉쎄오 / 매운곱창쌀국수 / 까리가 / 양지쌀국수 외,,,,,,,20120627506.0
2824043,행복밀,63182,,,제주특별자치도 제주시 서광로 239 웰빌딩 ,33.5000525164,126.5220815945,행복밀은 제주공항 근처에 위치해 있으며 여행 마지막 코스로 다녀오기 좋은 베이커리 전문점이다. 하루 전날 예약하고 방문하면 원하는 품목을 넉넉하게 구매할 수 있다. 제주녹차크림빵이 유명하다. 빵은 부드러우며 녹차크림과 통달팥이 녹진하고 쌉싸름해서 고급스러운 맛이 난다. 이 외에도 쌀밤팥빵  제주녹차맘모스  마늘바게트 등 다양한 베이커리류를 구매할 수 있다. 빵지순례하기 좋은 곳이다.,064-722-8361,,,,0,,- 평일 09:00~20:30<br>- 토요일 09:00~19:30<br>- 일요일 09:30~19:30,연중무휴,제주녹차크림빵,쌀밤팥빵 / 슈크림도넛 / 마늘바게트 / 마늘버터스프레드 / 제주녹차맘모스 외,,,,,,,
2825249,금갈치,63255,,,제주특별자치도 제주시 고마로19길 2 1층,33.5045606678,126.54198254,금갈치는 동문시장과 제주공항 가까이에 위치해 있고 갈치·전복요리를 전문으로 하는 식당이다. 갈치조림과 구이는 신선하게 제공하기 위해 주문과 동시에 조리가 시작되어 시간이 15분 정도 소요된다. 갈치 살과 가시를 먹기 좋게 손질해 주어 먹기 편하다. 세트 메뉴가 있어 갈치와 전복을 동시에 즐길 수 있다.,0507-1351-4686,,,가능,0,,10:00~22:00,,갈치조림,갈치구이 / 전복물회 / 전복죽 등,,,가능,,,,20120627884.0
2828666,표선우동가게,63629,,,제주특별자치도 서귀포시 표선관정로 105-1 ,33.3241324617,126.8312976638,표선우동가게는 우동 전문점으로 우동 외에도 돈가스  덮밥 등 다양한 일식을 판매한다. 오픈 키친으로 깔끔하고 청결한 조리 과정을 볼 수 있다. 소박하고 먹음직스러운 음식들을 맛보면 누구나 반할 만큼 맛집이다. 정성스러운 음식 맛에 비해 저렴한 가격으로 더욱 인기이다. 가족  친구들과 부담 없이 방문할 수 있다. 주차는 가게 앞이나 건너편 무료공영주차장을 이용하면 된다.,064-900-4582,,,,0,,11:00~20:30 (브레이크타임 15:00~17:00 / 라스트오더 19:50),연중무휴,가케우동 / 붓가케우동 / 돈가스,우삼겹 덮밥 / 불고기 카레 덮밥 / 텐동 / 민찌 제육덮밥 외,,,,,,,20200624087.0
2829786,비케이브,63340,,,제주특별자치도 제주시 동백로 122 ,33.50838254,126.7200169877,비케이브는 유아 ‘숲의 아이’ 뮤직비디오 촬영으로 유명한 선흘 의자동굴과 7천여 평의 시즌별 넓은 꽃밭  숲 속의 오두막 아지트  그네 등으로 예쁜 사진 찍을 수 있는 포토존이 가득한 카페이다. 직접 양봉한 꿀과 화분을 이용한 아이스크림 라테와 수제요구르트 등 꿀을 이용한 음료 메뉴가 준비되어 있다.,0507-1410-8022,,,,0,,10:00~18:00 (라스트오더 17:00),연중무휴 (대관으로 인한 휴무 제외),비케이브 라떼,비케이브 라떼 / 벌꿀 밀크티 / 벌꿀 녹차라떼 / 소프트 아포가토 등,,,,,,,20220898870.0
